model,model_id,game_pk,game_date,away_team,home_team,venue,quantity,point_estimate,ci_90_low,ci_90_high,ci_width,actual,hit_90,abs_dev,norm_abs_dev,expected_abs_dev,norm_expected_abs_dev
gemini,gemini-2.5-flash,823693,2026-06-14,St. Louis Cardinals,Minnesota Twins,Target Field,total_runs,9.0,4.0,15.0,11.0,9.0,1.0,0.0,0.0,2.667699139462468,0.29641101549582977
gemini,gemini-2.5-flash,823693,2026-06-14,St. Louis Cardinals,Minnesota Twins,Target Field,total_strikeouts,18.0,12.0,25.0,13.0,17.0,1.0,1.0,0.058823529411764705,3.152735346637462,0.18545502039043896
gemini,gemini-2.5-flash,823693,2026-06-14,St. Louis Cardinals,Minnesota Twins,Target Field,total_home_runs,2.0,0.0,5.0,5.0,3.0,1.0,1.0,0.3333333333333333,1.2125905179374854,0.4041968393124951
gemini,gemini-2.5-flash,823693,2026-06-14,St. Louis Cardinals,Minnesota Twins,Target Field,duration_min,160.0,140.0,185.0,45.0,159.0,1.0,1.0,0.006289308176100629,10.913314661437369,0.06863719912853691
gemini,gemini-2.5-flash,823693,2026-06-14,St. Louis Cardinals,Minnesota Twins,Target Field,attendance,32000.0,26000.0,38000.0,12000.0,23026.0,0.0,8974.0,0.38973334491444456,2910.217243049965,0.12638831073786003
gemini,gemini-2.5-flash,823694,2026-06-13,St. Louis Cardinals,Minnesota Twins,Target Field,total_runs,9.0,5.0,14.0,9.0,15.0,0.0,6.0,0.4,2.1826629322874735,0.14551086215249823
gemini,gemini-2.5-flash,823694,2026-06-13,St. Louis Cardinals,Minnesota Twins,Target Field,total_strikeouts,18.0,13.0,23.0,10.0,13.0,1.0,5.0,0.38461538461538464,2.425181035874971,0.18655238737499774
gemini,gemini-2.5-flash,823694,2026-06-13,St. Louis Cardinals,Minnesota Twins,Target Field,total_home_runs,2.0,0.0,5.0,5.0,7.0,0.0,5.0,0.7142857142857143,1.2125905179374854,0.1732272168482122
gemini,gemini-2.5-flash,823694,2026-06-13,St. Louis Cardinals,Minnesota Twins,Target Field,duration_min,165.0,145.0,190.0,45.0,164.0,1.0,1.0,0.006097560975609756,10.913314661437369,0.0665446015941303
gemini,gemini-2.5-flash,823694,2026-06-13,St. Louis Cardinals,Minnesota Twins,Target Field,attendance,36000.0,32000.0,39000.0,7000.0,23408.0,0.0,12592.0,0.5379357484620643,1697.6267251124793,0.072523356335974
gemini,gemini-2.5-flash,823695,2026-06-12,St. Louis Cardinals,Minnesota Twins,Target Field,total_runs,9.0,6.0,13.0,7.0,17.0,0.0,8.0,0.47058823529411764,1.6976267251124795,0.09986039559485173
gemini,gemini-2.5-flash,823695,2026-06-12,St. Louis Cardinals,Minnesota Twins,Target Field,total_strikeouts,17.0,12.0,22.0,10.0,17.0,1.0,0.0,0.0,2.425181035874971,0.14265770799264535
gemini,gemini-2.5-flash,823695,2026-06-12,St. Louis Cardinals,Minnesota Twins,Target Field,total_home_runs,2.0,0.0,5.0,5.0,5.0,1.0,3.0,0.6,1.2125905179374854,0.2425181035874971
gemini,gemini-2.5-flash,823695,2026-06-12,St. Louis Cardinals,Minnesota Twins,Target Field,duration_min,160.0,150.0,185.0,35.0,168.0,1.0,8.0,0.047619047619047616,8.488133625562398,0.05052460491406189
gemini,gemini-2.5-flash,823695,2026-06-12,St. Louis Cardinals,Minnesota Twins,Target Field,attendance,29500.0,24000.0,35000.0,11000.0,23089.0,0.0,6411.0,0.2776646888128546,2667.699139462468,0.11553983019890285
gemini,gemini-2.5-flash,823696,2026-06-07,Kansas City Royals,Minnesota Twins,Target Field,total_runs,8.5,5.0,12.0,7.0,11.0,1.0,2.5,0.22727272727272727,1.6976267251124795,0.15432970228295267
gemini,gemini-2.5-flash,823696,2026-06-07,Kansas City Royals,Minnesota Twins,Target Field,total_strikeouts,17.0,13.0,21.0,8.0,23.0,0.0,6.0,0.2608695652173913,1.9401448286999765,0.08435412298695551
gemini,gemini-2.5-flash,823696,2026-06-07,Kansas City Royals,Minnesota Twins,Target Field,total_home_runs,2.5,1.0,4.0,3.0,2.0,1.0,0.5,0.25,0.7275543107624912,0.3637771553812456
gemini,gemini-2.5-flash,823696,2026-06-07,Kansas City Royals,Minnesota Twins,Target Field,duration_min,160.0,145.0,180.0,35.0,169.0,1.0,9.0,0.05325443786982249,8.488133625562398,0.050225642754807086
gemini,gemini-2.5-flash,823696,2026-06-07,Kansas City Royals,Minnesota Twins,Target Field,attendance,29500.0,22000.0,36000.0,14000.0,19876.0,0.0,9624.0,0.4842020527269068,3395.2534502249587,0.1708217674695592
gemini,gemini-2.5-flash,823697,2026-06-06,Kansas City Royals,Minnesota Twins,Target Field,total_runs,9.0,4.0,14.0,10.0,5.0,1.0,4.0,0.8,2.425181035874971,0.4850362071749942
gemini,gemini-2.5-flash,823697,2026-06-06,Kansas City Royals,Minnesota Twins,Target Field,total_strikeouts,17.0,12.0,23.0,11.0,13.0,1.0,4.0,0.3076923076923077,2.667699139462468,0.20520762611249754
gemini,gemini-2.5-flash,823697,2026-06-06,Kansas City Royals,Minnesota Twins,Target Field,total_home_runs,2.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.2125905179374854,0.6062952589687427
gemini,gemini-2.5-flash,823697,2026-06-06,Kansas City Royals,Minnesota Twins,Target Field,duration_min,158.0,145.0,185.0,40.0,163.0,1.0,5.0,0.03067484662576687,9.700724143499883,0.05951364505214652
gemini,gemini-2.5-flash,823697,2026-06-06,Kansas City Royals,Minnesota Twins,Target Field,attendance,29000.0,24000.0,34000.0,10000.0,20555.0,0.0,8445.0,0.4108489418632936,2425.181035874971,0.11798496890659065
gemini,gemini-2.5-flash,823699,2026-06-05,Kansas City Royals,Minnesota Twins,Target Field,total_runs,9.0,5.0,14.0,9.0,8.0,1.0,1.0,0.125,2.1826629322874735,0.2728328665359342
gemini,gemini-2.5-flash,823699,2026-06-05,Kansas City Royals,Minnesota Twins,Target Field,total_strikeouts,17.0,12.0,22.0,10.0,10.0,0.0,7.0,0.7,2.425181035874971,0.2425181035874971
gemini,gemini-2.5-flash,823699,2026-06-05,Kansas City Royals,Minnesota Twins,Target Field,total_home_runs,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.2125905179374854,1.2125905179374854
gemini,gemini-2.5-flash,823699,2026-06-05,Kansas City Royals,Minnesota Twins,Target Field,duration_min,162.0,145.0,185.0,40.0,143.0,0.0,19.0,0.13286713286713286,9.700724143499883,0.06783723177272645
gemini,gemini-2.5-flash,823699,2026-06-05,Kansas City Royals,Minnesota Twins,Target Field,attendance,24500.0,19000.0,31000.0,12000.0,19805.0,1.0,4695.0,0.237061348144408,2910.217243049965,0.1469435618808364
gemini,gemini-2.5-flash,823772,2026-06-18,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_runs,9.0,5.0,13.0,8.0,6.0,1.0,3.0,0.5,1.9401448286999765,0.3233574714499961
gemini,gemini-2.5-flash,823772,2026-06-18,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_strikeouts,17.5,13.0,22.0,9.0,22.0,1.0,4.5,0.20454545454545456,2.1826629322874735,0.09921195146761243
gemini,gemini-2.5-flash,823772,2026-06-18,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_home_runs,2.5,1.0,5.0,4.0,3.0,1.0,0.5,0.16666666666666666,0.9700724143499883,0.3233574714499961
gemini,gemini-2.5-flash,823772,2026-06-18,Cleveland Guardians,Milwaukee Brewers,American Family Field,duration_min,160.0,135.0,195.0,60.0,186.0,1.0,26.0,0.13978494623655913,14.551086215249827,0.07823164631854745
gemini,gemini-2.5-flash,823772,2026-06-18,Cleveland Guardians,Milwaukee Brewers,American Family Field,attendance,28000.0,22000.0,35000.0,13000.0,36386.0,0.0,8386.0,0.23047325894574835,3152.735346637462,0.08664693416801687
gemini,gemini-2.5-flash,823774,2026-06-17,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_runs,8.5,4.0,14.0,10.0,13.0,1.0,4.5,0.34615384615384615,2.425181035874971,0.18655238737499774
gemini,gemini-2.5-flash,823774,2026-06-17,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_strikeouts,17.5,12.0,23.0,11.0,22.0,1.0,4.5,0.20454545454545456,2.667699139462468,0.12125905179374855
gemini,gemini-2.5-flash,823774,2026-06-17,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_home_runs,2.8,1.0,5.0,4.0,3.0,1.0,0.20000000000000018,0.06666666666666672,0.9700724143499883,0.3233574714499961
gemini,gemini-2.5-flash,823774,2026-06-17,Cleveland Guardians,Milwaukee Brewers,American Family Field,duration_min,165.0,145.0,190.0,45.0,148.0,1.0,17.0,0.11486486486486487,10.913314661437369,0.07373861257727951
gemini,gemini-2.5-flash,823774,2026-06-17,Cleveland Guardians,Milwaukee Brewers,American Family Field,attendance,28500.0,22000.0,34000.0,12000.0,30452.0,1.0,1952.0,0.06410088007355838,2910.217243049965,0.09556735987948131
gemini,gemini-2.5-flash,823775,2026-06-16,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_runs,9.0,5.0,14.0,9.0,3.0,0.0,6.0,2.0,2.1826629322874735,0.7275543107624912
gemini,gemini-2.5-flash,823775,2026-06-16,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_strikeouts,17.0,12.0,22.0,10.0,16.0,1.0,1.0,0.0625,2.425181035874971,0.15157381474218568
gemini,gemini-2.5-flash,823775,2026-06-16,Cleveland Guardians,Milwaukee Brewers,American Family Field,total_home_runs,2.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,0.9700724143499883,0.4850362071749941
gemini,gemini-2.5-flash,823775,2026-06-16,Cleveland Guardians,Milwaukee Brewers,American Family Field,duration_min,160.0,145.0,185.0,40.0,148.0,1.0,12.0,0.08108108108108109,9.700724143499883,0.06554543340202623
gemini,gemini-2.5-flash,823775,2026-06-16,Cleveland Guardians,Milwaukee Brewers,American Family Field,attendance,25500.0,22000.0,29000.0,7000.0,30025.0,0.0,4525.0,0.15070774354704414,1697.6267251124793,0.05654044047002429
gemini,gemini-2.5-flash,823776,2026-06-13,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_runs,9.0,5.0,14.0,9.0,17.0,0.0,8.0,0.47058823529411764,2.1826629322874735,0.1283919371933808
gemini,gemini-2.5-flash,823776,2026-06-13,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_strikeouts,17.0,12.0,22.0,10.0,21.0,1.0,4.0,0.19047619047619047,2.425181035874971,0.11548481123214147
gemini,gemini-2.5-flash,823776,2026-06-13,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_home_runs,2.0,0.0,4.0,4.0,5.0,0.0,3.0,0.6,0.9700724143499883,0.19401448286999765
gemini,gemini-2.5-flash,823776,2026-06-13,Philadelphia Phillies,Milwaukee Brewers,American Family Field,duration_min,160.0,145.0,180.0,35.0,194.0,0.0,34.0,0.17525773195876287,8.488133625562398,0.04375326611114638
gemini,gemini-2.5-flash,823776,2026-06-13,Philadelphia Phillies,Milwaukee Brewers,American Family Field,attendance,38000.0,33000.0,41000.0,8000.0,40157.0,1.0,2157.0,0.0537141718753891,1940.1448286999766,0.048313988313369444
gemini,gemini-2.5-flash,823777,2026-06-14,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_runs,9.0,5.0,14.0,9.0,4.0,0.0,5.0,1.25,2.1826629322874735,0.5456657330718684
gemini,gemini-2.5-flash,823777,2026-06-14,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_strikeouts,18.0,12.0,24.0,12.0,11.0,0.0,7.0,0.6363636363636364,2.910217243049965,0.2645652039136332
gemini,gemini-2.5-flash,823777,2026-06-14,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_home_runs,3.0,1.0,5.0,4.0,2.0,1.0,1.0,0.5,0.9700724143499883,0.4850362071749941
gemini,gemini-2.5-flash,823777,2026-06-14,Philadelphia Phillies,Milwaukee Brewers,American Family Field,duration_min,162.0,145.0,185.0,40.0,151.0,1.0,11.0,0.0728476821192053,9.700724143499883,0.06424320624834359
gemini,gemini-2.5-flash,823777,2026-06-14,Philadelphia Phillies,Milwaukee Brewers,American Family Field,attendance,38000.0,33000.0,41000.0,8000.0,40131.0,1.0,2131.0,0.05310109391742045,1940.1448286999766,0.04834528989309952
gemini,gemini-2.5-flash,823778,2026-06-12,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_runs,9.0,4.0,15.0,11.0,6.0,1.0,3.0,0.5,2.667699139462468,0.4446165232437447
gemini,gemini-2.5-flash,823778,2026-06-12,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_strikeouts,17.0,11.0,23.0,12.0,23.0,1.0,6.0,0.2608695652173913,2.910217243049965,0.12653118448043327
gemini,gemini-2.5-flash,823778,2026-06-12,Philadelphia Phillies,Milwaukee Brewers,American Family Field,total_home_runs,3.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,0.9700724143499883,0.9700724143499883
gemini,gemini-2.5-flash,823778,2026-06-12,Philadelphia Phillies,Milwaukee Brewers,American Family Field,duration_min,175.0,150.0,210.0,60.0,124.0,0.0,51.0,0.4112903225806452,14.551086215249827,0.11734746947782118
gemini,gemini-2.5-flash,823778,2026-06-12,Philadelphia Phillies,Milwaukee Brewers,American Family Field,attendance,36000.0,30000.0,41000.0,11000.0,40205.0,1.0,4205.0,0.10458898146996642,2667.699139462468,0.06635242232216063
gemini,gemini-2.5-flash,823855,2026-06-11,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_runs,8.0,4.0,12.0,8.0,2.0,0.0,6.0,3.0,1.9401448286999765,0.9700724143499883
gemini,gemini-2.5-flash,823855,2026-06-11,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_strikeouts,18.0,12.0,24.0,12.0,17.0,1.0,1.0,0.058823529411764705,2.910217243049965,0.1711892495911744
gemini,gemini-2.5-flash,823855,2026-06-11,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_home_runs,2.0,0.0,4.0,4.0,0.0,1.0,2.0,1999999999.9999998,0.9700724143499883,970072414.3499882
gemini,gemini-2.5-flash,823855,2026-06-11,Arizona Diamondbacks,Miami Marlins,loanDepot park,duration_min,160.0,135.0,195.0,60.0,138.0,1.0,22.0,0.15942028985507245,14.551086215249827,0.1054426537336944
gemini,gemini-2.5-flash,823855,2026-06-11,Arizona Diamondbacks,Miami Marlins,loanDepot park,attendance,7500.0,6000.0,10000.0,4000.0,8580.0,1.0,1080.0,0.1258741258741259,970.0724143499883,0.11306205295454409
gemini,gemini-2.5-flash,823856,2026-06-10,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_runs,8.0,4.0,12.0,8.0,8.0,1.0,0.0,0.0,1.9401448286999765,0.24251810358749706
gemini,gemini-2.5-flash,823856,2026-06-10,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_strikeouts,17.0,12.0,22.0,10.0,14.0,1.0,3.0,0.21428571428571427,2.425181035874971,0.1732272168482122
gemini,gemini-2.5-flash,823856,2026-06-10,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_home_runs,2.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.9700724143499883,0.4850362071749941
gemini,gemini-2.5-flash,823856,2026-06-10,Arizona Diamondbacks,Miami Marlins,loanDepot park,duration_min,155.0,140.0,190.0,50.0,159.0,1.0,4.0,0.025157232704402517,12.125905179374854,0.07626355458726324
gemini,gemini-2.5-flash,823856,2026-06-10,Arizona Diamondbacks,Miami Marlins,loanDepot park,attendance,9500.0,6500.0,13000.0,6500.0,7729.0,1.0,1771.0,0.22913701643162115,1576.367673318731,0.20395493250339383
gemini,gemini-2.5-flash,823857,2026-06-07,Tampa Bay Rays,Miami Marlins,loanDepot park,total_runs,8.0,6.0,11.0,5.0,5.0,0.0,3.0,0.6,1.2125905179374854,0.2425181035874971
gemini,gemini-2.5-flash,823857,2026-06-07,Tampa Bay Rays,Miami Marlins,loanDepot park,total_strikeouts,17.0,14.0,20.0,6.0,18.0,1.0,1.0,0.05555555555555555,1.4551086215249824,0.08083936786249903
gemini,gemini-2.5-flash,823857,2026-06-07,Tampa Bay Rays,Miami Marlins,loanDepot park,total_home_runs,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1999999999.9999998,0.4850362071749941,485036207.1749941
gemini,gemini-2.5-flash,823857,2026-06-07,Tampa Bay Rays,Miami Marlins,loanDepot park,duration_min,175.0,160.0,195.0,35.0,150.0,0.0,25.0,0.16666666666666666,8.488133625562398,0.05658755750374932
gemini,gemini-2.5-flash,823857,2026-06-07,Tampa Bay Rays,Miami Marlins,loanDepot park,attendance,11000.0,9000.0,14000.0,5000.0,14525.0,0.0,3525.0,0.24268502581755594,1212.5905179374854,0.08348299607142756
gemini,gemini-2.5-flash,823858,2026-06-09,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_runs,8.5,5.0,12.0,7.0,16.0,0.0,7.5,0.46875,1.6976267251124795,0.10610167031952997
gemini,gemini-2.5-flash,823858,2026-06-09,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_strikeouts,17.0,12.0,22.0,10.0,15.0,1.0,2.0,0.13333333333333333,2.425181035874971,0.16167873572499805
gemini,gemini-2.5-flash,823858,2026-06-09,Arizona Diamondbacks,Miami Marlins,loanDepot park,total_home_runs,2.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.9700724143499883,0.4850362071749941
gemini,gemini-2.5-flash,823858,2026-06-09,Arizona Diamondbacks,Miami Marlins,loanDepot park,duration_min,160.0,145.0,185.0,40.0,188.0,0.0,28.0,0.14893617021276595,9.700724143499883,0.0515995965079781
gemini,gemini-2.5-flash,823858,2026-06-09,Arizona Diamondbacks,Miami Marlins,loanDepot park,attendance,11000.0,8000.0,15000.0,7000.0,8372.0,1.0,2628.0,0.31390348781653127,1697.6267251124793,0.2027743341032584
gemini,gemini-2.5-flash,823859,2026-06-06,Tampa Bay Rays,Miami Marlins,loanDepot park,total_runs,8.0,5.0,11.0,6.0,7.0,1.0,1.0,0.14285714285714285,1.4551086215249824,0.20787266021785464
gemini,gemini-2.5-flash,823859,2026-06-06,Tampa Bay Rays,Miami Marlins,loanDepot park,total_strikeouts,17.0,13.0,22.0,9.0,22.0,1.0,5.0,0.22727272727272727,2.1826629322874735,0.09921195146761243
gemini,gemini-2.5-flash,823859,2026-06-06,Tampa Bay Rays,Miami Marlins,loanDepot park,total_home_runs,2.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.9700724143499883,0.9700724143499883
gemini,gemini-2.5-flash,823859,2026-06-06,Tampa Bay Rays,Miami Marlins,loanDepot park,duration_min,160.0,145.0,185.0,40.0,170.0,1.0,10.0,0.058823529411764705,9.700724143499883,0.057063083197058134
gemini,gemini-2.5-flash,823859,2026-06-06,Tampa Bay Rays,Miami Marlins,loanDepot park,attendance,20000.0,16000.0,28000.0,12000.0,12443.0,0.0,7557.0,0.6073294221650727,2910.217243049965,0.23388388998231657
gemini,gemini-2.5-flash,823860,2026-06-05,Tampa Bay Rays,Miami Marlins,loanDepot park,total_runs,8.0,4.0,12.0,8.0,6.0,1.0,2.0,0.3333333333333333,1.9401448286999765,0.3233574714499961
gemini,gemini-2.5-flash,823860,2026-06-05,Tampa Bay Rays,Miami Marlins,loanDepot park,total_strikeouts,18.0,14.0,22.0,8.0,20.0,1.0,2.0,0.1,1.9401448286999765,0.09700724143499882
gemini,gemini-2.5-flash,823860,2026-06-05,Tampa Bay Rays,Miami Marlins,loanDepot park,total_home_runs,2.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.9700724143499883,0.9700724143499883
gemini,gemini-2.5-flash,823860,2026-06-05,Tampa Bay Rays,Miami Marlins,loanDepot park,duration_min,165.0,150.0,185.0,35.0,144.0,0.0,21.0,0.14583333333333334,8.488133625562398,0.05894537239973888
gemini,gemini-2.5-flash,823860,2026-06-05,Tampa Bay Rays,Miami Marlins,loanDepot park,attendance,9000.0,6500.0,11500.0,5000.0,10312.0,1.0,1312.0,0.12723041117145073,1212.5905179374854,0.11759023641752187
gemini,gemini-2.5-flash,823938,2026-06-15,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_runs,9.0,5.0,13.0,8.0,7.0,1.0,2.0,0.2857142857142857,1.9401448286999765,0.2771635469571395
gemini,gemini-2.5-flash,823938,2026-06-15,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_strikeouts,17.0,13.0,21.0,8.0,16.0,1.0,1.0,0.0625,1.9401448286999765,0.12125905179374853
gemini,gemini-2.5-flash,823938,2026-06-15,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_home_runs,2.0,0.0,5.0,5.0,3.0,1.0,1.0,0.3333333333333333,1.2125905179374854,0.4041968393124951
gemini,gemini-2.5-flash,823938,2026-06-15,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,duration_min,158.0,145.0,175.0,30.0,156.0,1.0,2.0,0.01282051282051282,7.275543107624913,0.04663809684374944
gemini,gemini-2.5-flash,823938,2026-06-15,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,attendance,48000.0,45000.0,52000.0,7000.0,53911.0,0.0,5911.0,0.10964367197788949,1697.6267251124793,0.03148943119423642
gemini,gemini-2.5-flash,823939,2026-06-16,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_runs,8.5,4.0,13.0,9.0,1.0,0.0,7.5,7.5,2.1826629322874735,2.1826629322874735
gemini,gemini-2.5-flash,823939,2026-06-16,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_strikeouts,18.0,13.0,23.0,10.0,16.0,1.0,2.0,0.125,2.425181035874971,0.15157381474218568
gemini,gemini-2.5-flash,823939,2026-06-16,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_home_runs,2.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.9700724143499883,0.9700724143499883
gemini,gemini-2.5-flash,823939,2026-06-16,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,duration_min,162.0,145.0,185.0,40.0,112.0,0.0,50.0,0.44642857142857145,9.700724143499883,0.0866136084241061
gemini,gemini-2.5-flash,823939,2026-06-16,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,attendance,47500.0,44000.0,51000.0,7000.0,49070.0,1.0,1570.0,0.0319951090279193,1697.6267251124793,0.03459602048323781
gemini,gemini-2.5-flash,823940,2026-06-17,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_runs,9.0,4.0,15.0,11.0,9.0,1.0,0.0,0.0,2.667699139462468,0.29641101549582977
gemini,gemini-2.5-flash,823940,2026-06-17,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_strikeouts,17.0,12.0,23.0,11.0,12.0,1.0,5.0,0.4166666666666667,2.667699139462468,0.22230826162187234
gemini,gemini-2.5-flash,823940,2026-06-17,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_home_runs,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.2125905179374854,1.2125905179374854
gemini,gemini-2.5-flash,823940,2026-06-17,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,duration_min,170.0,155.0,205.0,50.0,169.0,1.0,1.0,0.005917159763313609,12.125905179374854,0.07175091822115298
gemini,gemini-2.5-flash,823940,2026-06-17,Tampa Bay Rays,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,attendance,49500.0,46000.0,53000.0,7000.0,50705.0,1.0,1205.0,0.02376491470269204,1697.6267251124793,0.03348046001602365
gemini,gemini-2.5-flash,823941,2026-06-07,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_runs,9.0,4.0,14.0,10.0,18.0,0.0,9.0,0.5,2.425181035874971,0.13473227977083171
gemini,gemini-2.5-flash,823941,2026-06-07,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_strikeouts,17.0,10.0,24.0,14.0,23.0,1.0,6.0,0.2608695652173913,3.395253450224959,0.14761971522717213
gemini,gemini-2.5-flash,823941,2026-06-07,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_home_runs,2.0,0.0,5.0,5.0,4.0,1.0,2.0,0.5,1.2125905179374854,0.30314762948437135
gemini,gemini-2.5-flash,823941,2026-06-07,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,duration_min,185.0,160.0,210.0,50.0,209.0,1.0,24.0,0.11483253588516747,12.125905179374854,0.058018685068779205
gemini,gemini-2.5-flash,823941,2026-06-07,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,attendance,49000.0,45000.0,52000.0,7000.0,49535.0,1.0,535.0,0.01080044413041284,1697.6267251124793,0.03427125719415523
gemini,gemini-2.5-flash,823942,2026-06-06,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_runs,8.5,4.0,13.0,9.0,11.0,1.0,2.5,0.22727272727272727,2.1826629322874735,0.19842390293522486
gemini,gemini-2.5-flash,823942,2026-06-06,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_strikeouts,17.5,12.0,23.0,11.0,14.0,1.0,3.5,0.25,2.667699139462468,0.19054993853303342
gemini,gemini-2.5-flash,823942,2026-06-06,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_home_runs,2.0,0.0,4.0,4.0,3.0,1.0,1.0,0.3333333333333333,0.9700724143499883,0.3233574714499961
gemini,gemini-2.5-flash,823942,2026-06-06,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,duration_min,160.0,145.0,185.0,40.0,144.0,0.0,16.0,0.1111111111111111,9.700724143499883,0.06736613988541586
gemini,gemini-2.5-flash,823942,2026-06-06,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,attendance,52000.0,48000.0,55000.0,7000.0,53448.0,1.0,1448.0,0.027091752731627002,1697.6267251124793,0.03176221233932943
gemini,gemini-2.5-flash,823943,2026-06-05,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_runs,9.5,6.0,14.0,8.0,1.0,0.0,8.5,8.5,1.9401448286999765,1.9401448286999765
gemini,gemini-2.5-flash,823943,2026-06-05,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_strikeouts,18.0,13.0,23.0,10.0,23.0,1.0,5.0,0.21739130434782608,2.425181035874971,0.10544265373369438
gemini,gemini-2.5-flash,823943,2026-06-05,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,total_home_runs,2.5,0.0,5.0,5.0,1.0,1.0,1.5,1.5,1.2125905179374854,1.2125905179374854
gemini,gemini-2.5-flash,823943,2026-06-05,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,duration_min,168.0,150.0,195.0,45.0,150.0,1.0,18.0,0.12,10.913314661437369,0.07275543107624913
gemini,gemini-2.5-flash,823943,2026-06-05,Los Angeles Angels,Los Angeles Dodgers,UNIQLO Field at Dodger Stadium,attendance,53500.0,50000.0,56000.0,6000.0,46850.0,0.0,6650.0,0.14194236926360726,1455.1086215249825,0.0310588819962643
gemini,gemini-2.5-flash,824019,2026-06-13,Tampa Bay Rays,Los Angeles Angels,Angel Stadium,total_runs,9.0,6.0,12.0,6.0,8.0,1.0,1.0,0.125,1.4551086215249824,0.1818885776906228
