model,ticker,pred_date,run,current_price,window_days,target_date,actual_date,actual_price,point_estimate,ci_50_low,ci_50_high,ci_80_low,ci_80_high,ci_90_low,ci_90_high,hit_50,hit_80,hit_90,brier_score
gemini,GOOGL,2026-02-20,1,314.7584228515625,20,2026-03-12,2026-03-12,303.54998779296875,316.13,298.57,334.43,283.59,352.33,275.02,363.36,1.0,1.0,1.0,0.0017175195356284945
gemini,GOOGL,2026-02-20,2,314.7584228515625,20,2026-03-12,2026-03-12,303.54998779296875,316.33,301.32,331.34,287.76,344.9,279.68,352.98,1.0,1.0,1.0,0.001772564706408708
gemini,GOOGL,2026-02-20,3,314.7584228515625,20,2026-03-12,2026-03-12,303.54998779296875,317.41,299.85,336.02,284.82,353.73,276.1,365.45,1.0,1.0,1.0,0.0020848114619875352
gemini,GOOGL,2026-02-20,4,314.7584228515625,20,2026-03-12,2026-03-12,303.54998779296875,313.62,296.31,331.95,281.32,349.46,272.93,360.45,1.0,1.0,1.0,0.0011005240925946263
gemini,GOOGL,2026-02-20,5,314.7584228515625,20,2026-03-12,2026-03-12,303.54998779296875,314.76,293.05,334.74,275.76,355.49,266.43,368.37,1.0,1.0,1.0,0.0013638032829470334
gemini,GOOGL,2026-02-23,1,311.2708740234375,18,2026-03-13,2026-03-13,302.2799987792969,312.8,298.92,327.28,287.16,340.9,280.12,349.19,1.0,1.0,1.0,0.0012111913396416745
gemini,GOOGL,2026-02-23,2,311.2708740234375,18,2026-03-13,2026-03-13,302.2799987792969,312.8,299.04,327.2,287.19,340.85,280.11,349.1,1.0,1.0,1.0,0.0012111913396416745
gemini,GOOGL,2026-02-23,3,311.2708740234375,18,2026-03-13,2026-03-13,302.2799987792969,316.5,302.48,330.52,289.83,343.17,282.28,350.72,0.0,1.0,1.0,0.0022129950564361853
gemini,GOOGL,2026-02-23,4,311.2708740234375,18,2026-03-13,2026-03-13,302.2799987792969,314.62,300.08,328.36,288.16,341.97,281.25,350.22,1.0,1.0,1.0,0.0016665240357486481
gemini,GOOGL,2026-02-23,5,311.2708740234375,18,2026-03-13,2026-03-13,302.2799987792969,312.5,300.55,323.97,290.57,335.26,284.99,341.88,1.0,1.0,1.0,0.0011430969652340146
gemini,GOOGL,2026-02-23,1,311.2708740234375,3,2026-02-26,2026-02-26,307.1637878417969,311.5,304.63,318.37,298.42,324.58,294.72,328.28,1.0,1.0,1.0,0.0001992879393594433
gemini,GOOGL,2026-02-23,2,311.2708740234375,3,2026-02-26,2026-02-26,307.1637878417969,311.5,304.64,318.36,298.45,324.55,294.76,328.24,1.0,1.0,1.0,0.0001992879393594433
gemini,GOOGL,2026-02-23,3,311.2708740234375,3,2026-02-26,2026-02-26,307.1637878417969,311.89,305.53,318.25,299.79,323.99,296.35,327.43,1.0,1.0,1.0,0.00023674804265666992
gemini,GOOGL,2026-02-23,4,311.2708740234375,3,2026-02-26,2026-02-26,307.1637878417969,311.5,306.78,316.22,302.53,320.47,299.98,323.02,1.0,1.0,1.0,0.0001992879393594433
gemini,GOOGL,2026-02-23,5,311.2708740234375,3,2026-02-26,2026-02-26,307.1637878417969,311.8,307.3,316.3,303.8,319.8,299.8,323.8,0.0,1.0,1.0,0.00022781723367698423
gemini,GOOGL,2026-02-24,1,310.6813049316406,20,2026-03-16,2026-03-16,305.5599975585937,315.28,296.88,332.6,281.97,350.22,273.4,361.05,1.0,1.0,1.0,0.0010119050242515294
gemini,GOOGL,2026-02-24,2,310.6813049316406,20,2026-03-16,2026-03-16,305.5599975585937,312.38,297.91,327.65,285.34,341.9,278.29,350.9,1.0,1.0,1.0,0.0004981682723637884
gemini,GOOGL,2026-02-24,3,310.6813049316406,20,2026-03-16,2026-03-16,305.5599975585937,315.56,300.08,330.29,287.35,344.83,280.08,353.79,1.0,1.0,1.0,0.0010710437624032278
gemini,GOOGL,2026-02-24,4,310.6813049316406,20,2026-03-16,2026-03-16,305.5599975585937,310.68,293.45,329.09,278.96,346.46,270.09,357.27,1.0,1.0,1.0,0.00028076782671875776
gemini,GOOGL,2026-02-24,5,310.6813049316406,20,2026-03-16,2026-03-16,305.5599975585937,315.65,297.02,333.95,282.16,350.59,273.65,361.43,1.0,1.0,1.0,0.0010904092999221402
gemini,GOOGL,2026-02-24,1,310.6813049316406,2,2026-02-26,2026-02-26,307.1637878417969,310.68,306.02,315.34,301.36,319.99,295.15,326.21,1.0,1.0,1.0,0.00013104187952332687
gemini,GOOGL,2026-02-24,2,310.6813049316406,2,2026-02-26,2026-02-26,307.1637878417969,310.68,304.71,316.65,299.32,322.04,296.1,325.26,1.0,1.0,1.0,0.00013104187952332687
gemini,GOOGL,2026-02-24,3,310.6813049316406,2,2026-02-26,2026-02-26,307.1637878417969,310.7,309.9,311.5,307.95,313.45,306.2,315.2,0.0,0.0,1.0,0.00013253683548973793
gemini,GOOGL,2026-02-24,4,310.6813049316406,2,2026-02-26,2026-02-26,307.1637878417969,310.68,305.11,316.27,300.08,321.32,297.02,324.32,1.0,1.0,1.0,0.00013104187952332687
gemini,GOOGL,2026-02-24,5,310.6813049316406,2,2026-02-26,2026-02-26,307.1637878417969,310.68,305.36,316.0,300.55,320.81,297.69,323.67,1.0,1.0,1.0,0.00013104187952332687
gemini,GOOGL,2026-02-25,1,312.67987060546875,7,2026-03-04,2026-03-04,302.9167785644531,312.7,306.96,318.44,301.82,323.58,298.72,326.68,0.0,1.0,1.0,0.0010430787741903824
gemini,GOOGL,2026-02-25,2,312.67987060546875,7,2026-03-04,2026-03-04,302.9167785644531,312.68,304.32,321.04,296.81,328.55,292.28,333.08,0.0,1.0,1.0,0.0010388183673723077
gemini,GOOGL,2026-02-25,3,312.67987060546875,7,2026-03-04,2026-03-04,302.9167785644531,312.7,299.22,326.18,287.1,338.3,279.8,345.6,1.0,1.0,1.0,0.0010430787741903824
gemini,GOOGL,2026-02-25,4,312.67987060546875,7,2026-03-04,2026-03-04,302.9167785644531,312.68,303.0,322.65,294.55,331.9,289.58,337.64,0.0,1.0,1.0,0.0010388183673723077
gemini,GOOGL,2026-02-25,5,312.67987060546875,7,2026-03-04,2026-03-04,302.9167785644531,313.2,304.8,321.6,297.2,329.2,292.6,333.8,0.0,1.0,1.0,0.0011524224672940324
gemini,GOOGL,2026-02-26,1,307.1637878417969,6,2026-03-04,2026-03-04,302.9167785644531,308.5,302.0,315.0,295.5,321.5,289.5,327.5,1.0,1.0,1.0,0.0003397215103665476
gemini,GOOGL,2026-02-26,2,307.1637878417969,6,2026-03-04,2026-03-04,302.9167785644531,308.0,298.92,316.96,290.0,325.19,286.17,329.8,1.0,1.0,1.0,0.000281599188274046
gemini,GOOGL,2026-02-26,3,307.1637878417969,6,2026-03-04,2026-03-04,302.9167785644531,308.5,299.81,317.19,291.96,325.04,287.28,329.72,1.0,1.0,1.0,0.0003397215103665476
gemini,GOOGL,2026-02-26,4,307.1637878417969,6,2026-03-04,2026-03-04,302.9167785644531,307.16,297.01,317.31,287.87,326.45,282.42,331.9,1.0,1.0,1.0,0.00019622066060761358
gemini,GOOGL,2026-02-26,5,307.1637878417969,6,2026-03-04,2026-03-04,302.9167785644531,308.26,300.12,316.14,293.12,323.7,289.14,328.1,1.0,1.0,1.0,0.00031114275032574244
gemini,GOOGL,2026-02-26,1,307.1637878417969,7,2026-03-05,2026-03-05,300.6683349609375,307.85,298.5,317.2,290.1,325.6,285.0,330.7,1.0,1.0,1.0,0.0005705252966082323
gemini,GOOGL,2026-02-26,2,307.1637878417969,7,2026-03-05,2026-03-05,300.6683349609375,309.5,299.65,319.35,290.77,328.23,285.47,333.53,1.0,1.0,1.0,0.0008627993178355585
gemini,GOOGL,2026-02-26,3,307.1637878417969,7,2026-03-05,2026-03-05,300.6683349609375,308.23,296.22,318.1,286.37,328.0,280.4,333.97,1.0,1.0,1.0,0.0006324984792887872
gemini,GOOGL,2026-02-26,4,307.1637878417969,7,2026-03-05,2026-03-05,300.6683349609375,307.16,297.66,316.98,289.37,326.04,284.45,331.65,1.0,1.0,1.0,0.0004661619484611638
gemini,GOOGL,2026-02-26,5,307.1637878417969,7,2026-03-05,2026-03-05,300.6683349609375,307.5,300.8,314.2,294.7,320.3,291.05,323.95,0.0,1.0,1.0,0.0005162710157870702
gemini,GOOGL,2026-02-27,1,311.54071044921875,21,2026-03-20,2026-03-20,301.0,314.5,309.5,319.5,304.0,325.0,300.0,332.0,0.0,0.0,1.0,0.0020115672012450195
gemini,GOOGL,2026-02-27,2,311.54071044921875,21,2026-03-20,2026-03-20,301.0,313.1,294.9,331.3,278.51,347.69,268.72,357.48,1.0,1.0,1.0,0.0016159865785145922
gemini,GOOGL,2026-02-27,3,311.54071044921875,21,2026-03-20,2026-03-20,301.0,312.97,295.18,331.89,280.12,349.7,271.49,360.84,1.0,1.0,1.0,0.0015814494321254803
gemini,GOOGL,2026-02-27,4,311.54071044921875,21,2026-03-20,2026-03-20,301.0,313.8,296.71,327.05,284.09,341.67,276.62,350.77,1.0,1.0,1.0,0.0018083685610534132
gemini,GOOGL,2026-02-27,5,311.54071044921875,21,2026-03-20,2026-03-20,301.0,314.15,298.88,329.42,285.14,343.2,276.95,351.48,1.0,1.0,1.0,0.0019086157989426098
gemini,GOOGL,2026-02-27,1,311.54071044921875,6,2026-03-05,2026-03-05,300.6683349609375,311.54,303.83,319.25,296.91,326.17,292.74,330.34,0.0,1.0,1.0,0.0013074248675922669
gemini,GOOGL,2026-02-27,2,311.54071044921875,6,2026-03-05,2026-03-05,300.6683349609375,311.54,302.68,320.66,294.81,329.35,290.31,334.33,0.0,1.0,1.0,0.0013074248675922669
gemini,GOOGL,2026-02-27,3,311.54071044921875,6,2026-03-05,2026-03-05,300.6683349609375,312.0,303.9,320.1,296.59,327.41,292.23,331.77,0.0,1.0,1.0,0.0014204046052142276
gemini,GOOGL,2026-02-27,4,311.54071044921875,6,2026-03-05,2026-03-05,300.6683349609375,311.54,305.0,318.0,299.0,324.0,295.0,328.0,0.0,1.0,1.0,0.0013074248675922669
gemini,GOOGL,2026-02-27,5,311.54071044921875,6,2026-03-05,2026-03-05,300.6683349609375,312.16,302.42,321.9,293.62,330.7,288.39,335.93,0.0,1.0,1.0,0.001460799232817008
gemini,GOOGL,2026-03-02,1,306.3043518066406,22,2026-03-24,2026-03-24,290.44000244140625,308.98,289.87,326.65,274.65,344.8,265.88,356.16,1.0,1.0,1.0,0.004074801729025725
gemini,GOOGL,2026-03-02,2,306.3043518066406,22,2026-03-24,2026-03-24,290.44000244140625,308.45,289.43,326.12,274.31,344.13,265.59,355.48,1.0,1.0,1.0,0.003845160253125585
gemini,GOOGL,2026-03-02,3,306.3043518066406,22,2026-03-24,2026-03-24,290.44000244140625,311.6,295.04,327.18,281.63,342.79,273.91,352.32,0.0,1.0,1.0,0.005307846600484562
gemini,GOOGL,2026-03-02,4,306.3043518066406,22,2026-03-24,2026-03-24,290.44000244140625,307.5,292.2,322.75,278.48,336.7,270.18,344.89,0.0,1.0,1.0,0.0034502063162238157
gemini,GOOGL,2026-03-02,5,306.3043518066406,22,2026-03-24,2026-03-24,290.44000244140625,307.64,285.4,328.16,268.05,349.4,258.09,362.79,1.0,1.0,1.0,0.00350706574193539
gemini,GOOGL,2026-03-23,1,302.17999267578125,1,2026-03-24,2026-03-24,290.44000244140625,302.25,299.9,304.6,297.75,306.75,296.5,308.0,0.0,0.0,0.0,0.0016534335747459574
gemini,GOOGL,2026-03-23,2,302.17999267578125,1,2026-03-24,2026-03-24,290.44000244140625,302.5,300.7,304.3,298.9,306.1,297.1,307.9,0.0,0.0,0.0,0.001724175923566823
gemini,GOOGL,2026-03-23,3,302.17999267578125,1,2026-03-24,2026-03-24,290.44000244140625,302.35,299.32,305.38,296.59,308.11,294.95,309.75,0.0,0.0,0.0,0.001681552695179316
gemini,GOOGL,2026-03-23,4,302.17999267578125,1,2026-03-24,2026-03-24,290.44000244140625,302.39,300.15,304.63,298.13,306.65,296.92,307.86,0.0,0.0,0.0,0.0016928667291481111
gemini,GOOGL,2026-03-23,5,302.17999267578125,1,2026-03-24,2026-03-24,290.44000244140625,302.3,299.09,305.51,296.2,308.4,294.48,310.12,0.0,0.0,0.0,0.0016674634984468041
gemini,GS,2026-02-18,1,928.8417358398438,1,2026-02-19,2026-02-19,911.8511962890624,928.84,927.84,929.84,923.84,933.84,918.84,938.84,0.0,0.0,0.0,0.00034711841385990104
gemini,GS,2026-02-18,2,928.8417358398438,1,2026-02-19,2026-02-19,911.8511962890624,928.84,922.58,935.1,916.93,940.75,913.56,944.12,0.0,0.0,0.0,0.00034711841385990104
gemini,GS,2026-02-18,3,928.8417358398438,1,2026-02-19,2026-02-19,911.8511962890624,928.84,928.84,928.84,928.84,928.84,928.84,928.84,0.0,0.0,0.0,0.00034711841385990104
gemini,GS,2026-02-18,4,928.8417358398438,1,2026-02-19,2026-02-19,911.8511962890624,928.84,927.34,930.34,924.84,932.84,922.34,935.34,0.0,0.0,0.0,0.00034711841385990104
gemini,GS,2026-02-18,5,928.8417358398438,1,2026-02-19,2026-02-19,911.8511962890624,928.9,927.4,930.4,925.4,932.4,922.9,934.9,0.0,0.0,0.0,0.0003495746059641976
gemini,GS,2026-02-19,1,911.8511962890624,1,2026-02-20,2026-02-20,917.411865234375,912.0,902.78,921.22,894.46,929.54,889.49,934.51,1.0,1.0,1.0,3.4798877975935214e-05
gemini,GS,2026-02-19,2,911.8511962890624,1,2026-02-20,2026-02-20,917.411865234375,911.85,909.11,914.59,905.41,918.29,902.73,920.97,0.0,1.0,1.0,3.675464375437796e-05
gemini,GS,2026-02-19,3,911.8511962890624,1,2026-02-20,2026-02-20,917.411865234375,911.85,904.47,919.23,897.83,925.87,893.85,929.86,1.0,1.0,1.0,3.675464375437796e-05
gemini,GS,2026-02-19,4,911.8511962890624,1,2026-02-20,2026-02-20,917.411865234375,911.85,906.93,916.77,902.5,921.2,899.84,923.86,0.0,1.0,1.0,3.675464375437796e-05
gemini,GS,2026-02-19,5,911.8511962890624,1,2026-02-20,2026-02-20,917.411865234375,911.85,909.11,914.59,904.56,919.14,900.91,922.79,0.0,1.0,1.0,3.675464375437796e-05
gemini,GS,2026-02-19,1,911.8511962890624,20,2026-03-11,2026-03-11,823.760009765625,918.0,877.0,959.0,840.0,996.0,818.0,1018.0,0.0,0.0,1.0,0.013087872487788097
gemini,GS,2026-02-19,2,911.8511962890624,20,2026-03-11,2026-03-11,823.760009765625,917.09,876.54,960.33,841.48,999.03,821.43,1024.08,0.0,0.0,1.0,0.0128363346544408
gemini,GS,2026-02-19,3,911.8511962890624,20,2026-03-11,2026-03-11,823.760009765625,911.85,861.39,965.37,818.3,1016.03,793.56,1048.96,0.0,1.0,1.0,0.01143540930742319
gemini,GS,2026-02-19,4,911.8511962890624,20,2026-03-11,2026-03-11,823.760009765625,915.89,878.3,955.06,846.04,991.7,827.2,1014.28,0.0,0.0,0.0,0.012508367730908111
gemini,GS,2026-02-19,5,911.8511962890624,20,2026-03-11,2026-03-11,823.760009765625,925.0,906.47,943.53,889.75,960.25,879.76,970.24,0.0,0.0,0.0,0.015104375695612493
gemini,GS,2026-02-20,1,917.411865234375,20,2026-03-12,2026-03-12,787.52001953125,921.78,887.42,956.88,857.44,990.27,840.16,1010.59,0.0,0.0,0.0,0.029064975001089316
gemini,GS,2026-02-20,2,917.411865234375,20,2026-03-12,2026-03-12,787.52001953125,922.5,887.83,958.2,857.84,991.62,840.54,1011.82,0.0,0.0,0.0,0.029377546092882907
gemini,GS,2026-02-20,3,917.411865234375,20,2026-03-12,2026-03-12,787.52001953125,921.44,883.33,961.16,850.56,998.66,831.33,1021.03,0.0,0.0,0.0,0.028917953099838998
gemini,GS,2026-02-20,4,917.411865234375,20,2026-03-12,2026-03-12,787.52001953125,921.37,891.95,950.7,865.37,978.78,850.55,995.66,0.0,0.0,0.0,0.02888773016118241
gemini,GS,2026-02-20,5,917.411865234375,20,2026-03-12,2026-03-12,787.52001953125,949.02,912.16,984.09,881.54,1018.29,863.85,1039.29,0.0,0.0,0.0,0.04205539754833158
gemini,GS,2026-02-23,1,887.6386108398438,18,2026-03-13,2026-03-13,782.2100219726562,895.62,857.87,933.45,823.33,968.1,802.76,988.66,0.0,0.0,0.0,0.021021116572717685
gemini,GS,2026-02-23,2,887.6386108398438,18,2026-03-13,2026-03-13,782.2100219726562,892.08,883.1,901.06,875.05,909.11,870.19,913.97,0.0,0.0,0.0,0.019729283948731233
gemini,GS,2026-02-23,3,887.6386108398438,18,2026-03-13,2026-03-13,782.2100219726562,888.08,848.12,928.04,811.99,964.17,790.65,985.51,0.0,0.0,0.0,0.018318878993023313
gemini,GS,2026-02-23,4,887.6386108398438,18,2026-03-13,2026-03-13,782.2100219726562,892.44,854.71,931.62,822.42,968.21,803.52,990.21,0.0,0.0,0.0,0.0198587857188265
gemini,GS,2026-02-23,5,887.6386108398438,18,2026-03-13,2026-03-13,782.2100219726562,892.7,851.62,931.78,817.58,970.24,798.17,994.16,0.0,0.0,0.0,0.019952578237189093
gemini,GS,2026-02-23,1,887.6386108398438,3,2026-02-26,2026-02-26,924.136474609375,888.97,876.54,901.41,865.23,912.71,858.91,919.47,0.0,0.0,0.0,0.001448056284473854
gemini,GS,2026-02-23,2,887.6386108398438,3,2026-02-26,2026-02-26,924.136474609375,889.75,883.75,895.75,873.75,905.75,864.75,914.75,0.0,0.0,0.0,0.0013845322709987893
gemini,GS,2026-02-23,3,887.6386108398438,3,2026-02-26,2026-02-26,924.136474609375,,,,,,,,,,,
gemini,GS,2026-02-23,4,887.6386108398438,3,2026-02-26,2026-02-26,924.136474609375,887.64,882.46,892.82,877.8,897.48,875.0,900.29,0.0,0.0,0.0,0.0015596588285298652
gemini,GS,2026-02-23,5,887.6386108398438,3,2026-02-26,2026-02-26,924.136474609375,887.75,871.5,904.0,856.85,918.65,848.05,927.45,0.0,0.0,1.0,0.0015502714052673203
gemini,GS,2026-02-24,1,897.5464477539062,20,2026-03-16,2026-03-16,794.77001953125,904.75,860.62,946.1,824.62,987.89,803.95,1013.43,0.0,0.0,0.0,0.019148921731124556
gemini,GS,2026-02-24,2,897.5464477539062,20,2026-03-16,2026-03-16,794.77001953125,897.55,888.57,906.53,870.62,924.48,852.67,942.43,0.0,0.0,0.0,0.01672376703907982
gemini,GS,2026-02-24,3,897.5464477539062,20,2026-03-16,2026-03-16,794.77001953125,907.0,858.74,944.97,822.42,985.64,801.76,1011.83,0.0,0.0,0.0,0.01994044391035075
gemini,GS,2026-02-24,4,897.5464477539062,20,2026-03-16,2026-03-16,794.77001953125,902.04,891.22,912.86,870.47,933.61,852.43,951.65,0.0,0.0,0.0,0.018216857062880447
gemini,GS,2026-02-24,5,897.5464477539062,20,2026-03-16,2026-03-16,794.77001953125,897.55,855.34,939.76,816.91,978.19,793.92,1001.19,0.0,0.0,1.0,0.01672376703907982
gemini,GS,2026-02-24,1,897.5464477539062,2,2026-02-26,2026-02-26,924.136474609375,897.55,892.17,902.93,884.09,911.01,875.11,919.99,0.0,0.0,0.0,0.0008276548860291413
gemini,GS,2026-02-24,2,897.5464477539062,2,2026-02-26,2026-02-26,924.136474609375,897.55,893.05,902.05,884.05,911.05,875.05,920.05,0.0,0.0,0.0,0.0008276548860291413
gemini,GS,2026-02-24,3,897.5464477539062,2,2026-02-26,2026-02-26,924.136474609375,897.55,893.05,902.05,888.55,906.55,884.05,911.05,0.0,0.0,0.0,0.0008276548860291413
gemini,GS,2026-02-24,4,897.5464477539062,2,2026-02-26,2026-02-26,924.136474609375,,,,,,,,,,,
gemini,GS,2026-02-24,5,897.5464477539062,2,2026-02-26,2026-02-26,924.136474609375,898.45,885.62,911.28,874.04,922.86,867.13,929.77,0.0,0.0,1.0,0.0007725681184128805
gemini,GS,2026-02-25,1,916.556396484375,7,2026-03-04,2026-03-04,867.25,916.56,911.98,921.14,907.39,925.73,902.81,930.31,0.0,0.0,0.0,0.0032328189862007957
gemini,GS,2026-02-25,2,916.556396484375,7,2026-03-04,2026-03-04,867.25,916.56,870.73,962.39,824.9,1008.22,779.08,1054.04,0.0,1.0,1.0,0.0032328189862007957
gemini,GS,2026-02-25,3,916.556396484375,7,2026-03-04,2026-03-04,867.25,918.5,901.0,936.0,888.0,949.0,877.0,960.0,0.0,0.0,0.0,0.00349220011598841
gemini,GS,2026-02-25,4,916.556396484375,7,2026-03-04,2026-03-04,867.25,918.0,913.0,923.0,908.0,928.0,903.0,933.0,0.0,0.0,0.0,0.0034243920185548214
gemini,GS,2026-02-25,5,916.556396484375,7,2026-03-04,2026-03-04,867.25,922.5,912.5,932.5,902.5,942.5,892.5,952.5,0.0,0.0,0.0,0.004058597165139558
gemini,GS,2026-02-26,1,924.136474609375,6,2026-03-04,2026-03-04,867.25,924.14,924.14,924.14,924.14,924.14,924.14,924.14,0.0,0.0,0.0,0.004303117950939012
gemini,GS,2026-02-26,2,924.136474609375,6,2026-03-04,2026-03-04,867.25,928.76,909.46,948.06,892.07,965.45,881.69,975.83,0.0,0.0,0.0,0.0050304036717419955
gemini,GS,2026-02-26,3,924.136474609375,6,2026-03-04,2026-03-04,867.25,924.14,896.42,951.86,877.93,970.35,850.21,998.07,0.0,0.0,1.0,0.004303117950939012
gemini,GS,2026-02-26,4,924.136474609375,6,2026-03-04,2026-03-04,867.25,924.14,924.14,924.14,924.14,924.14,924.14,924.14,0.0,0.0,0.0,0.004303117950939012
gemini,GS,2026-02-26,5,924.136474609375,6,2026-03-04,2026-03-04,867.25,924.5,908.32,940.68,894.45,954.55,882.9,966.1,0.0,0.0,0.0,0.004357750536170094
gemini,GS,2026-02-26,1,924.136474609375,7,2026-03-05,2026-03-05,835.4600219726562,925.0,918.0,932.0,908.0,942.0,897.0,953.0,0.0,0.0,0.0,0.011486365215170545
gemini,GS,2026-02-26,2,924.136474609375,7,2026-03-05,2026-03-05,835.4600219726562,932.0,915.15,948.85,899.95,964.05,890.88,973.13,0.0,0.0,0.0,0.013352514095977536
gemini,GS,2026-02-26,3,924.136474609375,7,2026-03-05,2026-03-05,835.4600219726562,924.14,900.86,949.19,877.47,972.03,866.24,985.9,0.0,0.0,0.0,0.011266779827116926
gemini,GS,2026-02-26,4,924.136474609375,7,2026-03-05,2026-03-05,835.4600219726562,925.0,913.0,937.0,900.0,950.0,880.0,970.0,0.0,0.0,0.0,0.011486365215170545
gemini,GS,2026-02-26,5,924.136474609375,7,2026-03-05,2026-03-05,835.4600219726562,924.14,909.14,939.14,896.14,952.14,882.14,966.14,0.0,0.0,0.0,0.011266779827116926
gemini,GS,2026-02-27,1,855.0700073242188,21,2026-03-20,2026-03-20,813.530029296875,855.07,821.79,888.35,791.84,918.3,773.9,936.24,0.0,1.0,1.0,0.002607265121989626
gemini,GS,2026-02-27,2,855.0700073242188,21,2026-03-20,2026-03-20,813.530029296875,855.07,800.0,910.0,750.0,960.0,700.0,1010.0,1.0,1.0,1.0,0.002607265121989626
gemini,GS,2026-02-27,3,855.0700073242188,21,2026-03-20,2026-03-20,813.530029296875,855.07,850.8,859.34,842.24,867.9,833.69,876.45,0.0,0.0,0.0,0.002607265121989626
gemini,GS,2026-02-27,4,855.0700073242188,21,2026-03-20,2026-03-20,813.530029296875,858.66,818.22,899.1,781.74,935.58,759.96,957.36,0.0,1.0,1.0,0.003077392750655736
gemini,GS,2026-02-27,5,855.0700073242188,21,2026-03-20,2026-03-20,813.530029296875,857.0,825.32,888.68,796.75,917.25,779.69,934.31,0.0,1.0,1.0,0.0028551670183950546
gemini,GS,2026-02-27,1,855.0700073242188,6,2026-03-05,2026-03-05,835.4600219726562,855.1,851.1,859.1,846.1,864.1,841.1,869.1,0.0,0.0,0.0,0.0005526251540698089
gemini,GS,2026-02-27,2,855.0700073242188,6,2026-03-05,2026-03-05,835.4600219726562,856.0,841.87,870.13,829.18,882.82,821.54,890.46,0.0,1.0,1.0,0.000604433606622678
gemini,GS,2026-02-27,3,855.0700073242188,6,2026-03-05,2026-03-05,835.4600219726562,855.5,841.38,869.62,828.7,882.3,821.07,889.93,0.0,1.0,1.0,0.000575364597341376
gemini,GS,2026-02-27,4,855.0700073242188,6,2026-03-05,2026-03-05,835.4600219726562,855.07,839.68,870.46,825.14,885.0,814.03,896.11,0.0,1.0,1.0,0.0005509381773732758
gemini,GS,2026-02-27,5,855.0700073242188,6,2026-03-05,2026-03-05,835.4600219726562,855.07,840.66,869.48,827.67,882.47,819.91,890.23,0.0,1.0,1.0,0.0005509381773732758
gemini,GS,2026-03-02,1,861.7000122070312,22,2026-03-24,2026-03-24,835.719970703125,861.7,819.83,905.77,783.91,947.2,762.8,973.49,1.0,1.0,1.0,0.0009664017600205026
gemini,GS,2026-03-02,2,861.7000122070312,22,2026-03-24,2026-03-24,835.719970703125,868.5,823.14,909.82,787.64,952.16,767.92,978.03,1.0,1.0,1.0,0.0015384986306142122
gemini,GS,2026-03-02,3,861.7000122070312,22,2026-03-24,2026-03-24,835.719970703125,865.0,830.53,899.47,799.43,930.57,780.88,949.12,1.0,1.0,1.0,0.0012274998652660278
gemini,GS,2026-03-02,4,861.7000122070312,22,2026-03-24,2026-03-24,835.719970703125,865.37,823.36,909.61,786.99,951.49,766.42,976.99,1.0,1.0,1.0,0.001258718724985098
gemini,GS,2026-03-02,5,861.7000122070312,22,2026-03-24,2026-03-24,835.719970703125,867.72,828.6,904.68,796.67,941.05,778.08,963.81,1.0,1.0,1.0,0.0014661526548669767
gemini,HD,2026-02-18,1,380.9729614257813,1,2026-02-19,2026-02-19,376.0657653808594,381.15,378.07,384.23,375.3,387.0,373.63,388.67,0.0,1.0,1.0,0.00018277785118959994
gemini,HD,2026-02-18,2,380.9729614257813,1,2026-02-19,2026-02-19,376.0657653808594,380.97,378.27,383.67,375.84,386.1,374.39,387.55,0.0,1.0,1.0,0.00017006497428419988
gemini,HD,2026-02-18,3,380.9729614257813,1,2026-02-19,2026-02-19,376.0657653808594,380.97,377.76,384.18,374.86,387.08,373.14,388.8,0.0,1.0,1.0,0.00017006497428419988
gemini,HD,2026-02-18,4,380.9729614257813,1,2026-02-19,2026-02-19,376.0657653808594,380.97,379.28,382.66,377.77,384.17,376.86,385.08,0.0,0.0,0.0,0.00017006497428419988
gemini,HD,2026-02-18,5,380.9729614257813,1,2026-02-19,2026-02-19,376.0657653808594,380.97,377.74,384.21,374.82,387.12,373.07,388.87,0.0,1.0,1.0,0.00017006497428419988
gemini,HD,2026-02-19,1,376.0657653808594,20,2026-03-11,2026-03-11,348.510009765625,378.89,371.18,386.76,365.17,393.59,361.64,397.64,0.0,0.0,0.0,0.007598795333586749
gemini,HD,2026-02-19,2,376.0657653808594,20,2026-03-11,2026-03-11,348.510009765625,378.46,367.48,396.44,355.08,409.8,347.88,418.66,0.0,0.0,1.0,0.007385210147329459
gemini,HD,2026-02-19,3,376.0657653808594,20,2026-03-11,2026-03-11,348.510009765625,378.16,367.14,396.11,354.76,409.95,347.6,418.39,0.0,0.0,1.0,0.0072380003008981385
gemini,HD,2026-02-19,4,376.0657653808594,20,2026-03-11,2026-03-11,348.510009765625,378.16,359.79,395.67,344.57,412.87,335.84,423.47,0.0,1.0,1.0,0.0072380003008981385
gemini,HD,2026-02-19,5,376.0657653808594,20,2026-03-11,2026-03-11,348.510009765625,376.07,362.06,390.65,349.72,404.3,342.74,412.6,0.0,0.0,1.0,0.0062535641059320414
gemini,HD,2026-02-23,1,374.486328125,18,2026-03-13,2026-03-13,339.0299987792969,375.78,363.3,387.89,352.48,399.56,346.36,406.74,0.0,0.0,0.0,0.011750016041854654
gemini,HD,2026-02-23,2,374.486328125,18,2026-03-13,2026-03-13,339.0299987792969,375.71,361.5,390.41,349.19,404.28,341.28,412.63,0.0,0.0,0.0,0.011705296707908614
