model,domain,item,pred_date,horizon,horizon_days,target_date,adjusted_target_date,unit,current_value,point_estimate,ci_90_low,ci_90_high,actual_value,adjustment_note,status,fetched_at
gpt4o,stocks,GD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,338.7300109863281,337.75,328.5,347.0,347.94500732421875,,resolved,2026-05-06T19:55:32.738054Z
gpt4o,stocks,GEHC,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,59.48500061035156,59.7,57.9,61.5,61.71500015258789,,resolved,2026-05-06T19:55:33.111444Z
gpt4o,stocks,GE,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,283.57000732421875,283.57,273.3,293.84,306.875,,resolved,2026-05-06T19:55:33.402019Z
gpt4o,stocks,GILD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,128.83999633789062,128.5,124.0,133.0,136.41000366210938,,resolved,2026-05-06T19:55:33.781958Z
gpt4o,stocks,GIS,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,34.470001220703125,34.4,33.2,35.6,35.130001068115234,,resolved,2026-05-06T19:55:34.088260Z
gpt4o,stocks,GM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,76.62000274658203,76.7,74.0,79.4,78.65499877929688,,resolved,2026-05-06T19:55:34.465458Z
gpt4o,stocks,GOOGL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,349.94000244140625,352.0,340.0,364.0,398.42498779296875,,resolved,2026-05-06T19:55:34.779301Z
gpt4o,stocks,GPN,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,70.97000122070312,71.5,68.5,74.5,69.73999786376953,,resolved,2026-05-06T19:55:35.072156Z
gpt4o,stocks,GS,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,905.5999755859375,910.0,880.0,940.0,939.6699829101562,,resolved,2026-05-06T19:55:35.459033Z
gpt4o,stocks,HAL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,41.810001373291016,41.95,40.5,43.4,40.435001373291016,,resolved,2026-05-06T19:55:35.786767Z
gpt4o,stocks,HCA,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,434.7799987792969,437.0,420.0,454.0,431.4200134277344,,resolved,2026-05-06T19:55:37.247490Z
gpt4o,stocks,HD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,322.80999755859375,324.2,312.0,336.4,323.92999267578125,,resolved,2026-05-06T19:55:37.552934Z
gpt4o,stocks,HLT,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,314.5,315.0,305.0,325.0,321.010009765625,,resolved,2026-05-06T19:55:37.909723Z
gpt4o,stocks,HON,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,210.3000030517578,211.0,205.0,217.0,216.97999572753906,,resolved,2026-05-06T19:55:38.226710Z
gpt4o,stocks,HSY,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,189.16000366210938,189.8,184.5,195.1,186.42999267578125,,resolved,2026-05-06T19:55:38.609554Z
gpt4o,stocks,IBM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,227.10000610351562,227.1,220.0,234.2,226.25,,resolved,2026-05-06T19:55:40.027505Z
gpt4o,stocks,ICE,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,156.19000244140625,157.0,151.5,162.5,153.8800048828125,,resolved,2026-05-06T19:55:40.401863Z
gpt4o,stocks,IDXX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,553.6599731445312,555.2,540.0,570.4,579.4500122070312,,resolved,2026-05-06T19:55:40.716714Z
gpt4o,stocks,INTU,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,395.0799865722656,397.0,380.0,414.0,388.44000244140625,,resolved,2026-05-06T19:55:41.004625Z
gpt4o,stocks,IRM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,114.5199966430664,114.2,112.0,116.4,132.32000732421875,,resolved,2026-05-06T19:55:41.307837Z
gpt4o,stocks,ISRG,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,453.8299865722656,455.78,440.5,471.06,452.2300109863281,,resolved,2026-05-06T19:55:41.604512Z
gpt4o,stocks,IT,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,150.22999572753906,151.0,145.0,157.0,151.3300018310547,,resolved,2026-05-06T19:55:41.898887Z
gpt4o,stocks,IWM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,272.0799865722656,272.5,262.0,283.0,286.989990234375,,resolved,2026-05-06T19:55:42.184819Z
gpt4o,stocks,JCI,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,141.35000610351562,141.8,137.5,146.1,143.7100067138672,,resolved,2026-05-06T19:55:42.507954Z
gpt4o,stocks,JNJ,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,227.35000610351562,228.0,222.0,234.0,224.28500366210938,,resolved,2026-05-06T19:55:42.841363Z
gpt4o,stocks,JPM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,309.25,309.0,302.0,316.0,315.5950012207031,,resolved,2026-05-06T19:55:43.295983Z
gpt4o,stocks,KDP,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,28.93000030517578,28.9,28.0,29.8,28.524999618530273,,resolved,2026-05-06T19:55:43.620968Z
gpt4o,stocks,KEYS,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,335.4599914550781,337.5,328.0,347.0,366.6300048828125,,resolved,2026-05-06T19:55:43.926775Z
gpt4o,stocks,KLAC,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,1816.2099609375,1825.0,1760.0,1890.0,1814.1500244140625,,resolved,2026-05-06T19:55:44.213955Z
gpt4o,stocks,KMB,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,96.0999984741211,96.0,92.8,99.2,99.25,,resolved,2026-05-06T19:55:44.539936Z
gpt4o,stocks,KO,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,78.87000274658203,79.1,77.7,80.5,79.18499755859375,,resolved,2026-05-06T19:55:44.902092Z
gpt4o,stocks,KR,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,67.0999984741211,67.3,65.8,68.8,66.01000213623047,,resolved,2026-05-06T19:55:45.287521Z
gpt4o,stocks,LHX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,321.3999938964844,321.4,311.57,331.23,303.6000061035156,,resolved,2026-05-06T19:55:45.672019Z
gpt4o,stocks,LIN,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,504.7099914550781,506.5,495.0,518.0,502.1300048828125,,resolved,2026-05-06T19:55:46.020021Z
gpt4o,stocks,LLY,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,851.2100219726562,849.5,830.0,869.0,990.0499877929688,,resolved,2026-05-06T19:55:46.364704Z
gpt4o,stocks,LOW,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,233.5,235.5,227.0,244.0,233.19500732421875,,resolved,2026-05-06T19:55:46.808256Z
gpt4o,stocks,LRCX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,248.75,247.0,235.0,259.0,296.9150085449219,,resolved,2026-05-06T19:55:48.314670Z
gpt4o,stocks,LUV,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,37.220001220703125,37.3,36.1,38.5,41.470001220703125,,resolved,2026-05-06T19:55:48.690519Z
gpt4o,stocks,MA,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,525.22998046875,530.0,510.0,550.0,492.0950012207031,,resolved,2026-05-06T19:55:49.048083Z
gpt4o,stocks,MCD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,290.0799865722656,290.5,285.5,295.5,283.7650146484375,,resolved,2026-05-06T19:55:49.362556Z
gpt4o,stocks,MCK,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,822.6300048828125,825.0,805.0,845.0,744.5,,resolved,2026-05-06T19:55:49.727997Z
gpt4o,stocks,MDLZ,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,61.040000915527344,61.25,59.8,62.7,61.9900016784668,,resolved,2026-05-06T19:55:51.160767Z
gpt4o,stocks,META,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,669.1199951171875,675.0,655.0,695.0,612.9749755859375,,resolved,2026-05-06T19:55:51.488297Z
gpt4o,stocks,MNST,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,76.88999938964844,77.1,74.85,79.45,77.23999786376953,,resolved,2026-05-06T19:55:51.781946Z
gpt4o,stocks,MO,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,68.19999694824219,68.3,67.0,69.6,70.31999969482422,,resolved,2026-05-06T19:55:52.154052Z
gpt4o,stocks,MPC,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,241.80999755859375,244.0,232.0,256.0,245.97500610351562,,resolved,2026-05-06T19:55:52.687755Z
gpt4o,stocks,MRK,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,110.94999694824219,112.25,108.5,116.0,113.7405014038086,,resolved,2026-05-06T19:55:52.999828Z
gpt4o,stocks,MRVL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,156.57000732421875,158.2,148.9,167.5,171.52999877929688,,resolved,2026-05-06T19:55:53.493453Z
gpt4o,stocks,MSCI,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,598.1300048828125,602.0,582.0,622.0,581.5800170898438,,resolved,2026-05-06T19:55:53.796912Z
gpt4o,stocks,MSFT,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,424.4599914550781,426.58,410.93,442.23,414.15869140625,,resolved,2026-05-06T19:55:54.098419Z
gpt4o,stocks,MS,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,187.0800018310547,188.0,183.0,193.0,193.2100067138672,,resolved,2026-05-06T19:55:55.427921Z
gpt4o,stocks,MTD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,1240.1500244140625,1245.75,1205.0,1286.5,1330.5699462890625,,resolved,2026-05-06T19:55:55.772476Z
gpt4o,stocks,MU,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,518.4600219726562,522.5,505.0,540.0,662.989990234375,,resolved,2026-05-06T19:55:56.082741Z
gpt4o,stocks,NDAQ,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,91.2699966430664,91.5,89.8,93.2,89.26499938964844,,resolved,2026-05-06T19:55:56.424563Z
gpt4o,stocks,NEE,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,94.16999816894531,94.5,91.5,97.5,95.52999877929688,,resolved,2026-05-06T19:55:56.730010Z
gpt4o,stocks,NFLX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,92.12000274658203,91.5,86.0,97.0,88.20500183105469,,resolved,2026-05-06T19:55:58.102959Z
gpt4o,stocks,NOW,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,88.88999938964844,88.5,85.0,92.0,89.20249938964844,,resolved,2026-05-06T19:55:58.405586Z
gpt4o,stocks,NSC,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,312.1199951171875,313.2,305.0,321.5,318.510009765625,,resolved,2026-05-06T19:55:58.711487Z
gpt4o,stocks,NUE,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,222.38999938964844,223.0,214.5,231.5,234.36000061035156,,resolved,2026-05-06T19:55:59.139218Z
gpt4o,stocks,NVDA,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,209.25,211.0,199.0,223.0,207.6750030517578,,resolved,2026-05-06T19:55:59.493029Z
gpt4o,stocks,NXPI,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,289.25,292.0,280.5,303.5,303.29998779296875,,resolved,2026-05-06T19:55:59.784068Z
gpt4o,stocks,ODFL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,209.35000610351562,209.35,203.07,215.63,200.6024932861328,,resolved,2026-05-06T19:56:00.087698Z
gpt4o,stocks,ON,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,98.86000061035156,99.2,95.8,102.6,105.79499816894531,,resolved,2026-05-06T19:56:00.382795Z
gpt4o,stocks,ORCL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,163.8300018310547,165.0,160.0,170.0,193.88999938964844,,resolved,2026-05-06T19:56:00.665235Z
gpt4o,stocks,ORLY,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,91.69000244140625,91.5,87.95,95.05,94.71499633789062,,resolved,2026-05-06T19:56:00.996010Z
gpt4o,stocks,OXY,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,60.7599983215332,61.1,58.9,63.3,55.084999084472656,,resolved,2026-05-06T19:56:01.287380Z
gpt4o,stocks,O,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,63.290000915527344,63.5,61.9,65.1,63.94499969482422,,resolved,2026-05-06T19:56:01.638271Z
gpt4o,stocks,PANW,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,181.5399932861328,181.54,173.25,189.83,183.64500427246094,,resolved,2026-05-06T19:56:02.050891Z
gpt4o,stocks,PCAR,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,118.13999938964844,118.5,115.0,122.0,116.58000183105469,,resolved,2026-05-06T19:56:02.351816Z
gpt4o,stocks,PEP,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,155.2899932861328,156.2,151.5,160.9,156.0,,resolved,2026-05-06T19:56:03.714738Z
gpt4o,stocks,PFE,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,26.260000228881836,26.2,25.5,26.9,26.5049991607666,,resolved,2026-05-06T19:56:04.068396Z
gpt4o,stocks,PG,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,146.4600067138672,147.2,143.7,150.7,148.14999389648438,,resolved,2026-05-06T19:56:05.539416Z
gpt4o,stocks,PLD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,138.82000732421875,138.6,135.0,142.2,143.2100067138672,,resolved,2026-05-06T19:56:05.922378Z
gpt4o,stocks,PM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,162.7100067138672,163.2,159.8,166.6,171.0,,resolved,2026-05-06T19:56:06.243727Z
gpt4o,stocks,PNC,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,218.7100067138672,217.0,213.0,221.0,222.5950927734375,,resolved,2026-05-06T19:56:06.570994Z
gpt4o,stocks,PPG,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,104.69000244140625,104.5,100.5,108.5,111.5,,resolved,2026-05-06T19:56:06.983267Z
gpt4o,stocks,PSA,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,294.0899963378906,291.5,280.4,302.6,309.5899963378906,,resolved,2026-05-06T19:56:07.340360Z
gpt4o,stocks,PYPL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,50.939998626708984,50.7,49.8,51.6,46.314998626708984,,resolved,2026-05-06T19:56:08.711347Z
gpt4o,stocks,QCOM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,156.0,154.5,149.0,160.0,192.74000549316406,,resolved,2026-05-06T19:56:08.998845Z
gpt4o,stocks,QQQ,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,661.5700073242188,665.0,645.0,685.0,695.4550170898438,,resolved,2026-05-06T19:56:09.322837Z
gpt4o,stocks,RCL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,254.00999450683594,256.0,248.0,264.0,287.5150146484375,,resolved,2026-05-06T19:56:09.647336Z
gpt4o,stocks,REGN,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,686.3599853515625,688.0,670.0,706.0,722.030029296875,,resolved,2026-05-06T19:56:10.993449Z
gpt4o,stocks,RMD,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,211.92999267578125,214.0,208.0,220.0,210.0050048828125,,resolved,2026-05-06T19:56:11.287396Z
gpt4o,stocks,ROK,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,400.20001220703125,401.0,390.0,412.0,459.67999267578125,,resolved,2026-05-06T19:56:11.594953Z
gpt4o,stocks,ROST,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,225.0800018310547,227.0,219.0,235.0,228.98500061035156,,resolved,2026-05-06T19:56:11.952743Z
gpt4o,stocks,RTX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,172.7899932861328,173.1,169.8,176.4,177.10000610351562,,resolved,2026-05-06T19:56:13.297986Z
gpt4o,stocks,SBUX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,105.5,105.8,103.5,108.1,106.76000213623047,,resolved,2026-05-06T19:56:13.672615Z
gpt4o,stocks,SCHW,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,91.16000366210938,91.5,87.5,95.5,92.16500091552734,,resolved,2026-05-06T19:56:13.984895Z
gpt4o,stocks,SHW,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,317.8500061035156,320.0,306.5,333.5,323.80999755859375,,resolved,2026-05-06T19:56:14.327591Z
gpt4o,stocks,SLB,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,55.70000076293945,55.8,53.5,58.1,55.38100051879883,,resolved,2026-05-06T19:56:14.669286Z
gpt4o,stocks,SNPS,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,481.2200012207031,485.5,465.0,506.0,504.3500061035156,,resolved,2026-05-06T19:56:15.012600Z
gpt4o,stocks,SO,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,93.51000213623047,93.6,91.85,95.35,93.66000366210938,,resolved,2026-05-06T19:56:15.303805Z
gpt4o,stocks,SPGI,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,433.19000244140625,435.0,423.5,446.5,423.1050109863281,,resolved,2026-05-06T19:56:15.680603Z
gpt4o,stocks,SPY,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,711.5800170898438,715.0,690.25,739.75,734.489990234375,,resolved,2026-05-06T19:56:16.024974Z
gpt4o,stocks,SRE,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,92.63999938964844,92.8,90.0,95.6,93.6050033569336,,resolved,2026-05-06T19:56:16.358828Z
gpt4o,stocks,STZ,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,150.39999389648438,151.2,145.8,156.6,152.26499938964844,,resolved,2026-05-06T19:56:16.874046Z
gpt4o,stocks,SYK,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,315.1300048828125,316.75,308.5,325.0,291.69000244140625,,resolved,2026-05-06T19:56:17.204395Z
gpt4o,stocks,TGT,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,127.87000274658203,127.5,123.0,132.0,130.30999755859375,,resolved,2026-05-06T19:56:17.560631Z
gpt4o,stocks,TJX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,156.07000732421875,156.5,151.8,161.2,155.47999572753906,,resolved,2026-05-06T19:56:17.905206Z
gpt4o,stocks,TMO,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,466.260009765625,467.0,455.0,479.0,474.6499938964844,,resolved,2026-05-06T19:56:18.259772Z
gpt4o,stocks,TRGP,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,250.13999938964844,250.14,242.64,257.64,249.3300018310547,,resolved,2026-05-06T19:56:18.603984Z
gpt4o,stocks,TRV,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,302.25,303.0,290.0,316.0,301.7900085449219,,resolved,2026-05-06T19:56:18.910151Z
gpt4o,stocks,TSCO,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,34.77000045776367,34.85,33.9,35.8,32.57500076293945,,resolved,2026-05-06T19:56:19.272088Z
gpt4o,stocks,TSLA,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,372.79998779296875,375.0,350.0,400.0,398.489990234375,,resolved,2026-05-06T19:56:19.578530Z
gpt4o,stocks,TTWO,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,215.33999633789062,217.5,209.0,226.0,222.49000549316406,,resolved,2026-05-06T19:56:19.876234Z
gpt4o,stocks,TXN,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,269.2200012207031,270.1,260.2,280.0,289.239990234375,,resolved,2026-05-06T19:56:20.171940Z
gpt4o,stocks,T,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,25.75,25.7,25.0,26.4,25.565000534057617,,resolved,2026-05-06T19:56:20.525577Z
gpt4o,stocks,UAL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,88.62000274658203,88.85,86.0,91.7,99.94999694824219,,resolved,2026-05-06T19:56:21.898516Z
gpt4o,stocks,UNH,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,370.739990234375,373.5,363.54,383.46,367.5199890136719,,resolved,2026-05-06T19:56:22.256544Z
gpt4o,stocks,UNP,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,264.7799987792969,266.5,259.0,274.0,268.7799987792969,,resolved,2026-05-06T19:56:22.578217Z
gpt4o,stocks,USB,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,56.16999816894531,56.35,54.8,57.9,56.26499938964844,,resolved,2026-05-06T19:56:22.944413Z
gpt4o,stocks,VRSK,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,188.19000244140625,188.75,183.5,194.0,171.13900756835938,,resolved,2026-05-06T19:56:23.318449Z
gpt4o,stocks,VRTX,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,423.239990234375,423.24,410.0,436.48,427.32000732421875,,resolved,2026-05-06T19:56:23.615990Z
gpt4o,stocks,VZ,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,46.61000061035156,46.5,44.9,48.1,47.3849983215332,,resolved,2026-05-06T19:56:23.907360Z
gpt4o,stocks,V,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,334.8599853515625,337.0,325.0,349.0,319.2012023925781,,resolved,2026-05-06T19:56:24.271147Z
gpt4o,stocks,WAB,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,261.3699951171875,262.0,256.0,268.0,271.4100036621094,,resolved,2026-05-06T19:56:24.585579Z
gpt4o,stocks,WELL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,212.08999633789062,212.09,207.0,217.18,216.08999633789062,,resolved,2026-05-06T19:56:24.924005Z
gpt4o,stocks,WFC,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,81.51000213623047,81.85,79.95,83.75,80.50499725341797,,resolved,2026-05-06T19:56:26.383830Z
gpt4o,stocks,WMB,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,73.31999969482422,73.45,72.35,74.55,73.9749984741211,,resolved,2026-05-06T19:56:26.761535Z
gpt4o,stocks,WMT,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,128.00999450683594,128.15,126.5,129.8,130.13499450683594,,resolved,2026-05-06T19:56:27.125983Z
gpt4o,stocks,WST,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,295.3599853515625,296.2,285.4,307.0,314.32000732421875,,resolved,2026-05-06T19:56:27.501300Z
gpt4o,stocks,XEL,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,78.81999969482422,79.0,76.8,81.2,80.52999877929688,,resolved,2026-05-06T19:56:27.860783Z
gpt4o,stocks,XOM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,154.6699981689453,155.1,150.8,159.4,148.52999877929688,,resolved,2026-05-06T19:56:28.199094Z
gpt4o,stocks,YUM,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,159.83999633789062,160.2,154.8,165.6,156.05999755859375,,resolved,2026-05-06T19:56:28.644189Z
gpt4o,stocks,ZTS,2026-04-29,1w,7,2026-05-06,2026-05-06,USD,113.83000183105469,114.2,111.5,116.9,111.86499786376953,,resolved,2026-05-06T19:56:28.957615Z
claude,stocks,AAPL,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,271.3500061035156,275.0,252.0,298.0,286.80999755859375,,resolved,2026-05-07T19:46:57.377971Z
claude,stocks,AAPL,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,285.32000732421875,286.5,278.0,295.0,286.80999755859375,,resolved,2026-05-07T19:46:58.567617Z
claude,stocks,ABBV,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,211.32000732421875,212.0,202.0,222.0,202.4600067138672,,resolved,2026-05-07T19:46:58.878327Z
claude,stocks,ABBV,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,204.5800018310547,205.5,199.5,211.5,202.4600067138672,,resolved,2026-05-07T19:46:59.014364Z
claude,stocks,ABNB,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,140.36000061035156,143.0,131.0,155.0,140.42999267578125,,resolved,2026-05-07T19:46:59.289023Z
claude,stocks,ABNB,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,139.96499633789062,140.5,135.0,146.0,140.42999267578125,,resolved,2026-05-07T19:46:59.423098Z
claude,stocks,ABT,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,90.79000091552734,91.8,86.0,97.5,87.16999816894531,,resolved,2026-05-07T19:46:59.685055Z
claude,stocks,ABT,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,86.21499633789062,86.5,83.8,89.2,87.16999816894531,,resolved,2026-05-07T19:46:59.909381Z
claude,stocks,ACN,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,178.7100067138672,180.5,168.0,193.0,179.94500732421875,,resolved,2026-05-07T19:47:00.271755Z
claude,stocks,ACN,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,176.7949981689453,177.5,171.0,184.0,179.94500732421875,,resolved,2026-05-07T19:47:00.456963Z
claude,stocks,ADBE,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,246.10000610351562,249.0,230.0,268.0,255.88999938964844,,resolved,2026-05-07T19:47:00.715674Z
claude,stocks,ADBE,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,251.64500427246094,253.5,244.0,263.0,255.88999938964844,,resolved,2026-05-07T19:47:00.846839Z
claude,stocks,ADI,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,402.260009765625,406.0,378.0,434.0,409.0,,resolved,2026-05-07T19:47:01.174226Z
claude,stocks,ADI,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,414.2650146484375,416.5,400.0,433.0,409.0,,resolved,2026-05-07T19:47:01.350711Z
claude,stocks,ADP,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,211.94000244140625,214.0,201.0,227.0,213.77000427246094,,resolved,2026-05-07T19:47:01.635918Z
claude,stocks,ADP,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,206.92999267578125,207.5,202.0,213.0,213.77000427246094,,resolved,2026-05-07T19:47:01.890048Z
claude,stocks,AFL,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,113.66999816894531,114.8,107.5,122.0,113.41999816894531,,resolved,2026-05-07T19:47:02.184925Z
claude,stocks,AFL,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,113.49500274658203,114.0,111.0,117.0,113.41999816894531,,resolved,2026-05-07T19:47:02.387053Z
claude,stocks,AIG,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,74.80000305175781,75.5,70.8,80.2,76.44000244140625,,resolved,2026-05-07T19:47:02.710200Z
claude,stocks,AIG,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,77.83000183105469,78.1,75.8,80.4,76.44000244140625,,resolved,2026-05-07T19:47:02.964574Z
claude,stocks,AJG,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,206.39999389648438,208.0,196.0,220.0,201.75999450683594,,resolved,2026-05-07T19:47:03.270456Z
claude,stocks,AJG,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,201.49989318847656,202.5,196.0,209.0,201.75999450683594,,resolved,2026-05-07T19:47:03.472111Z
claude,stocks,ALL,2026-04-30,1w,7,2026-05-07,2026-05-07,USD,217.25999450683594,219.0,207.0,231.0,214.1999969482422,,resolved,2026-05-07T19:47:03.786463Z
claude,stocks,ALL,2026-05-06,1d,1,2026-05-07,2026-05-07,USD,216.6750030517578,217.5,211.0,224.0,214.1999969482422,,resolved,2026-05-07T19:47:04.018866Z
