model,domain,question_id,pred_date,target_date,actual_date,unit,current_value,actual_value,point_estimate,ci_50_low,ci_50_high,ci_80_low,ci_80_high,ci_90_low,ci_90_high,hit_50,hit_80,hit_90,brier_score
gemini,weather,weather_San-Francisco_CA,2026-03-26,2026-03-27,,°F,73.5,,81.0,79.3,82.7,77.8,84.2,76.9,85.1,,,,
gemini,weather,weather_San-Jose_CA,2026-03-25,2026-03-26,2026-03-26,°F,72.9,78.1,75.0,72.99,77.01,71.16,78.84,70.08,79.92,0.0,1.0,1.0,0.0018082910426557163
gemini,weather,weather_San-Jose_CA,2026-03-26,2026-03-27,,°F,77.6,,85.0,83.0,87.0,81.0,89.0,80.0,90.0,,,,
gemini,weather,weather_Seattle_WA,2026-03-25,2026-03-26,2026-03-26,°F,49.3,49.3,47.0,45.5,48.5,44.5,49.5,43.5,50.5,0.0,1.0,1.0,0.0021765158465988288
gemini,weather,weather_Seattle_WA,2026-03-26,2026-03-27,,°F,49.0,,51.0,50.0,52.0,49.0,53.0,48.0,54.0,,,,
gpt4,commodities,commodities_CLF,2026-03-25,2026-03-26,2026-03-26,USD/bbl,91.1999969482422,94.87999725341795,91.5,91.1,91.9,90.8,92.2,90.5,92.5,0.0,0.0,0.0,0.0013735454896800121
gpt4,commodities,commodities_CLF,2026-03-26,2026-03-27,,USD/bbl,94.6999969482422,,94.8,94.5,95.1,94.2,95.4,94.0,95.6,,,,
gpt4,commodities,commodities_GCF,2026-03-25,2026-03-26,2026-03-26,USD/oz,4535.5,4392.7001953125,4535.5,4510.0,4560.0,4480.0,4590.0,4450.0,4620.0,0.0,0.0,0.0,0.0009912994935998122
gpt4,commodities,commodities_GCF,2026-03-26,2026-03-27,,USD/oz,4382.5,,4384.0,4380.0,4386.0,4375.0,4390.0,4370.0,4395.0,,,,
gpt4,commodities,commodities_HGF,2026-03-25,2026-03-26,2026-03-26,USD/lb,5.541999816894531,5.487500190734863,5.54,5.49,5.59,5.44,5.64,5.39,5.69,0.0,1.0,1.0,8.973925029199369e-05
gpt4,commodities,commodities_HGF,2026-03-26,2026-03-27,,USD/lb,5.484000205993652,,5.5,5.45,5.55,5.4,5.6,5.35,5.65,,,,
gpt4,commodities,commodities_NGF,2026-03-25,2026-03-26,2026-03-26,USD/MMBtu,2.927999973297119,2.9579999446868896,2.95,2.9,3.0,2.85,3.05,2.8,3.1,1.0,1.0,1.0,7.465034712962418e-06
gpt4,commodities,commodities_NGF,2026-03-26,2026-03-27,,USD/MMBtu,2.961999893188477,,2.98,2.92,3.04,2.88,3.08,2.85,3.11,,,,
gpt4,commodities,commodities_SIF,2026-03-25,2026-03-26,2026-03-26,USD/oz,72.1500015258789,68.08000183105469,72.15,71.95,72.35,71.75,72.55,71.6,72.7,0.0,0.0,0.0,0.0031821140304673654
gpt4,commodities,commodities_SIF,2026-03-26,2026-03-27,,USD/oz,67.84500122070312,,67.9,67.7,68.1,67.6,68.2,67.5,68.3,,,,
gpt4,crypto,crypto_ADA,2026-03-25,2026-03-26,2026-03-26,USD,0.270257,0.2699890266304743,0.28,0.27,0.29,0.26,0.3,0.25,0.31,0.0,1.0,1.0,0.0013721408979834961
gpt4,crypto,crypto_ADA,2026-03-26,2026-03-27,,USD,0.255556,,0.245,0.233,0.257,0.218,0.272,0.21,0.28,,,,
gpt4,crypto,crypto_AVAX,2026-03-25,2026-03-26,2026-03-26,USD,9.67,9.662242689138962,9.94,9.75,10.13,9.58,10.36,9.5,10.5,0.0,1.0,1.0,0.0008250457842703216
gpt4,crypto,crypto_AVAX,2026-03-26,2026-03-27,,USD,9.16,,8.64,8.37,8.91,7.89,9.39,7.55,9.73,,,,
gpt4,crypto,crypto_BNB,2026-03-25,2026-03-26,2026-03-26,USD,646.55,647.3180223384383,662.71,655.0,670.42,645.25,679.1,640.92,684.37,0.0,1.0,1.0,0.000566740979867957
gpt4,crypto,crypto_BNB,2026-03-26,2026-03-27,,USD,626.93,,606.79,593.66,619.92,573.24,640.34,562.57,651.01,,,,
gpt4,crypto,crypto_BTC,2026-03-25,2026-03-26,2026-03-26,USD,70885.0,71309.26403856269,72234.82,70510.52,73959.12,69380.6,75189.04,68713.43,75856.21,1.0,1.0,1.0,0.0001704891232724748
gpt4,crypto,crypto_BTC,2026-03-26,2026-03-27,,USD,68905.0,,66505.23,66000.0,67100.0,65200.0,67900.0,64300.0,68800.0,,,,
gpt4,crypto,crypto_DOGE,2026-03-25,2026-03-26,2026-03-26,USD,0.096173,0.0959970640682465,0.1033,0.0995,0.1071,0.095,0.1116,0.092,0.1146,0.0,1.0,1.0,0.005766186090487336
gpt4,crypto,crypto_DOGE,2026-03-26,2026-03-27,,USD,0.090995,,0.085,0.083,0.087,0.081,0.089,0.08,0.09,,,,
gpt4,crypto,crypto_DOT,2026-03-25,2026-03-26,,USD,1.37,,1.37,1.36,1.38,1.35,1.39,1.34,1.4,,,,
gpt4,crypto,crypto_DOT,2026-03-26,2026-03-27,,USD,1.32,,1.27,1.25,1.29,1.22,1.32,1.2,1.34,,,,
gpt4,crypto,crypto_ETH,2026-03-25,2026-03-26,,USD,2165.96,,2209.28,2152.18,2266.38,2108.38,2310.18,2066.58,2352.98,,,,
gpt4,crypto,crypto_ETH,2026-03-26,2026-03-27,,USD,2060.63,,1954.64,1892.34,2016.94,1820.53,2088.75,1749.61,2159.67,,,,
gpt4,crypto,crypto_LINK,2026-03-25,2026-03-26,,USD,9.33,,9.59,9.37,9.81,9.14,10.04,8.93,10.25,,,,
gpt4,crypto,crypto_LINK,2026-03-26,2026-03-27,,USD,8.91,,8.4,8.02,8.78,7.66,9.14,7.49,9.33,,,,
gpt4,crypto,crypto_SOL,2026-03-25,2026-03-26,,USD,91.75,,94.67,93.5,95.84,92.33,97.01,91.17,98.18,,,,
gpt4,crypto,crypto_SOL,2026-03-26,2026-03-27,,USD,87.16,,82.34,80.76,83.92,78.39,86.29,76.89,87.79,,,,
gpt4,crypto,crypto_XRP,2026-03-25,2026-03-26,,USD,1.41,,1.43,1.42,1.44,1.4,1.45,1.39,1.46,,,,
gpt4,crypto,crypto_XRP,2026-03-26,2026-03-27,,USD,1.36,,1.3,1.28,1.32,1.25,1.35,1.23,1.37,,,,
gpt4,forex,forex_AUD_USD,2026-03-25,2026-03-26,2026-03-26,AUD/USD,0.6950380802154541,0.6897788047790527,0.695,0.6945,0.6955,0.6935,0.6965,0.6925,0.6975,0.0,0.0,0.0,5.643163902932223e-05
gpt4,forex,forex_AUD_USD,2026-03-26,2026-03-27,,AUD/USD,0.6899882555007935,,0.6905,0.689,0.692,0.6875,0.6935,0.6865,0.6945,,,,
gpt4,forex,forex_EUR_USD,2026-03-25,2026-03-26,2026-03-26,EUR/USD,1.1564704179763794,1.1536686420440674,1.157,1.1555,1.1585,1.154,1.16,1.153,1.161,0.0,0.0,1.0,8.298002174837141e-06
gpt4,forex,forex_EUR_USD,2026-03-26,2026-03-27,,EUR/USD,1.1539349555969238,,1.1542,1.1525,1.1559,1.151,1.1574,1.15,1.1584,,,,
gpt4,forex,forex_GBP_USD,2026-03-25,2026-03-26,2026-03-26,GBP/USD,1.3361374139785769,1.3338810205459597,1.3361,1.331,1.3412,1.325,1.3472,1.3185,1.3537,1.0,1.0,1.0,2.7580638236983753e-06
gpt4,forex,forex_GBP_USD,2026-03-26,2026-03-27,,GBP/USD,1.333785057067871,,1.3345,1.3325,1.3365,1.33,1.3375,1.328,1.339,,,,
gpt4,forex,forex_NZD_USD,2026-03-25,2026-03-26,2026-03-26,NZD/USD,0.5809224843978882,0.5767678022384644,0.5805,0.5798,0.5812,0.5785,0.5825,0.5775,0.5835,0.0,0.0,0.0,4.127555523783594e-05
gpt4,forex,forex_NZD_USD,2026-03-26,2026-03-27,,NZD/USD,0.5769674777984619,,0.577,0.576,0.578,0.575,0.579,0.5745,0.5795,,,,
gpt4,forex,forex_USD_CAD,2026-03-25,2026-03-26,2026-03-26,USD/CAD,1.3816499710083008,1.3851699829101562,1.3816,1.3806,1.3826,1.3796,1.3836,1.3786,1.3846,0.0,0.0,0.0,6.676305629901677e-06
gpt4,forex,forex_USD_CAD,2026-03-26,2026-03-27,,USD/CAD,1.3839000463485718,,1.3842,1.3837,1.3847,1.3832,1.3852,1.3828,1.3856,,,,
gpt4,forex,forex_USD_CHF,2026-03-25,2026-03-26,2026-03-26,USD/CHF,0.791949987411499,0.7944999933242798,0.7923,0.7918,0.7928,0.7915,0.7931,0.7912,0.7934,0.0,0.0,0.0,7.716977135688554e-06
gpt4,forex,forex_USD_CHF,2026-03-26,2026-03-27,,USD/CHF,0.7943599820137024,,0.7944,0.7924,0.7964,0.7904,0.7984,0.7894,0.7994,,,,
gpt4,forex,forex_USD_JPY,2026-03-25,2026-03-26,2026-03-26,USD/JPY,159.47300720214844,159.67599487304688,159.473,159.2,159.746,158.95,159.996,158.8,160.146,1.0,1.0,1.0,1.6203012641350451e-06
gpt4,forex,forex_USD_JPY,2026-03-26,2026-03-27,,USD/JPY,159.66000366210938,,159.71,159.61,159.81,159.51,159.91,159.46,159.96,,,,
gpt4,forex,forex_USD_MXN,2026-03-25,2026-03-26,2026-03-26,USD/MXN,17.76664924621582,17.81329917907715,17.768,17.7615,17.7745,17.754,17.782,17.75,17.786,0.0,0.0,0.0,6.500841934089455e-06
gpt4,forex,forex_USD_MXN,2026-03-26,2026-03-27,,USD/MXN,17.798999786376953,,17.7995,17.794,17.805,17.787,17.812,17.781,17.817,,,,
gpt4,nba,nba_ATL_BOS_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,231.0,225.0,237.0,218.0,244.0,213.0,249.0,,,,
gpt4,nba,nba_BKN_LAL_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,225.0,220.0,230.0,215.0,235.0,210.0,240.0,,,,
gpt4,nba,nba_CHI_OKC_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,223.0,215.0,231.0,209.0,237.0,205.0,241.0,,,,
gpt4,nba,nba_DAL_POR_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,214.0,208.0,220.0,202.0,226.0,198.0,230.0,,,,
gpt4,nba,nba_HOU_MEM_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,225.0,215.0,235.0,205.0,245.0,200.0,250.0,,,,
gpt4,nba,nba_LAC_IND_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,226.0,218.0,234.0,210.0,242.0,205.0,247.0,,,,
gpt4,nba,nba_MIA_CLE_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,225.0,215.0,235.0,210.0,240.0,205.0,245.0,,,,
gpt4,nba,nba_NO_DET_2026-03-26,2026-03-25,2026-03-26,,total points,0.0,,225.0,215.0,235.0,205.0,245.0,200.0,250.0,,,,
gpt4,nba,nba_NO_TOR_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,222.0,212.0,232.0,205.0,239.0,200.0,244.0,,,,
gpt4,nba,nba_NY_CHA_2026-03-26,2026-03-25,2026-03-26,,total points,0.0,,226.0,221.0,231.0,216.0,236.0,212.0,240.0,,,,
gpt4,nba,nba_SAC_ORL_2026-03-26,2026-03-25,2026-03-26,,total points,0.0,,225.0,220.0,230.0,215.0,235.0,210.0,240.0,,,,
gpt4,nba,nba_UTAH_DEN_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,227.0,218.0,236.0,210.0,244.0,205.0,250.0,,,,
gpt4,nba,nba_WSH_GS_2026-03-27,2026-03-26,2026-03-27,,total points,0.0,,223.0,218.0,228.0,210.0,236.0,204.0,242.0,,,,
gpt4,stocks,stocks_AAPL,2026-03-25,2026-03-26,2026-03-26,USD,252.6511993408203,255.0399932861328,253.57,251.8,255.34,250.15,256.99,249.0,258.3,1.0,1.0,1.0,3.385228387259168e-05
gpt4,stocks,stocks_AAPL,2026-03-26,2026-03-27,,USD,256.2200012207031,,256.78,256.5,257.06,256.2,257.36,256.0,257.56,,,,
gpt4,stocks,stocks_AMZN,2026-03-25,2026-03-26,2026-03-26,USD,211.2100067138672,209.30999755859372,212.5,210.0,215.0,207.0,218.0,205.0,220.0,0.0,1.0,1.0,0.00022811458311851926
gpt4,stocks,stocks_AMZN,2026-03-26,2026-03-27,,USD,210.13499450683597,,211.45,210.0,212.9,208.5,214.0,207.3,215.5,,,,
gpt4,stocks,stocks_AVGO,2026-03-25,2026-03-26,2026-03-26,USD,316.9100036621094,312.5599975585937,319.08,315.75,322.5,312.5,326.0,310.0,329.0,0.0,1.0,1.0,0.00042327597599862185
gpt4,stocks,stocks_AVGO,2026-03-26,2026-03-27,,USD,311.4649963378906,,314.57,312.5,316.8,310.0,319.0,308.5,321.5,,,,
gpt4,stocks,stocks_BRK-B,2026-03-25,2026-03-26,2026-03-26,USD,478.5249938964844,475.2200012207031,482.0,476.0,484.0,470.0,490.0,465.0,495.0,0.0,1.0,1.0,0.00020074742282777494
gpt4,stocks,stocks_BRK-B,2026-03-26,2026-03-27,,USD,475.8399963378906,,478.0,470.0,485.0,465.0,490.0,460.0,495.0,,,,
gpt4,stocks,stocks_COST,2026-03-25,2026-03-26,2026-03-26,USD,975.1900024414062,985.219970703125,977.5,971.0,984.0,965.0,990.0,960.0,995.0,0.0,1.0,1.0,6.26690085245913e-05
gpt4,stocks,stocks_COST,2026-03-26,2026-03-27,,USD,985.5100708007812,,988.07,983.58,992.56,978.73,997.41,975.8,1000.34,,,,
gpt4,stocks,stocks_GOOGL,2026-03-25,2026-03-26,2026-03-26,USD,289.92999267578125,283.0357971191406,290.73,288.53,292.93,286.53,294.93,285.53,295.93,0.0,0.0,0.0,0.0007042729012097383
gpt4,stocks,stocks_GOOGL,2026-03-26,2026-03-27,,USD,283.8800048828125,,284.75,283.1,286.4,280.5,289.0,278.0,291.5,,,,
gpt4,stocks,stocks_JNJ,2026-03-25,2026-03-26,2026-03-26,USD,240.4250030517578,241.4199981689453,240.87,239.8,241.5,238.5,242.8,237.8,243.6,1.0,1.0,1.0,5.233150524635932e-06
gpt4,stocks,stocks_JNJ,2026-03-26,2026-03-27,,USD,241.4499969482422,,241.6,241.2,242.0,240.5,242.5,240.0,243.0,,,,
gpt4,stocks,stocks_JPM,2026-03-25,2026-03-26,2026-03-26,USD,295.130615234375,291.1724853515625,295.56,294.5,296.6,293.9,297.2,293.4,297.7,0.0,0.0,0.0,0.00022100832470944525
gpt4,stocks,stocks_JPM,2026-03-26,2026-03-27,,USD,292.31500244140625,,293.88,291.85,295.91,290.5,297.26,289.7,298.06,,,,
gpt4,stocks,stocks_LLY,2026-03-25,2026-03-26,2026-03-26,USD,913.64501953125,904.9500122070312,915.5,912.0,919.0,910.0,921.0,908.0,923.0,0.0,0.0,0.0,0.00013333646346640903
gpt4,stocks,stocks_LLY,2026-03-26,2026-03-27,,USD,906.010009765625,,915.0,905.0,925.0,895.0,935.0,885.0,945.0,,,,
gpt4,stocks,stocks_MA,2026-03-25,2026-03-26,2026-03-26,USD,501.5910034179688,500.5700073242188,503.1,500.6,505.6,497.5,508.7,495.0,511.2,0.0,1.0,1.0,2.5441285472174466e-05
gpt4,stocks,stocks_MA,2026-03-26,2026-03-27,,USD,501.3200073242188,,503.0,500.75,505.25,498.5,507.5,496.25,509.75,,,,
gpt4,stocks,stocks_META,2026-03-25,2026-03-26,2026-03-26,USD,594.530029296875,551.8800048828125,598.7,593.7,603.7,589.0,608.4,585.8,612.3,0.0,0.0,0.0,0.006201762594676372
gpt4,stocks,stocks_META,2026-03-26,2026-03-27,,USD,551.4400024414062,,553.5,551.0,556.0,548.0,559.0,546.0,561.0,,,,
gpt4,stocks,stocks_MSFT,2026-03-25,2026-03-26,2026-03-26,USD,369.6700134277344,368.5499877929688,370.36,368.83,371.89,366.25,374.09,364.47,376.25,0.0,1.0,1.0,2.3973672108074378e-05
gpt4,stocks,stocks_MSFT,2026-03-26,2026-03-27,,USD,367.94720458984375,,369.5,366.5,372.5,364.0,375.0,362.0,377.0,,,,
gpt4,stocks,stocks_MU,2026-03-25,2026-03-26,2026-03-26,USD,378.0255126953125,359.5299072265625,379.0,377.5,380.5,376.0,382.0,375.0,383.0,0.0,0.0,0.0,0.002652734707874011
gpt4,stocks,stocks_MU,2026-03-26,2026-03-27,,USD,361.3250122070313,,361.33,357.72,364.94,353.0,369.66,349.39,373.27,,,,
gpt4,stocks,stocks_NVDA,2026-03-25,2026-03-26,2026-03-26,USD,177.9600067138672,173.61000061035156,178.54,177.0,179.5,175.5,180.5,174.5,181.5,0.0,0.0,0.0,0.0007674479036192252
gpt4,stocks,stocks_NVDA,2026-03-26,2026-03-27,,USD,173.73500061035156,,174.5,173.3,175.7,172.0,177.0,170.5,178.5,,,,
gpt4,stocks,stocks_QQQ,2026-03-25,2026-03-26,2026-03-26,USD,586.6300048828125,577.97998046875,588.0,585.5,590.5,583.0,593.0,581.0,595.0,0.0,0.0,0.0,0.00029174847271946767
gpt4,stocks,stocks_QQQ,2026-03-26,2026-03-27,,USD,578.6600952148438,,579.84,577.87,581.81,576.29,583.39,575.18,584.5,,,,
gpt4,stocks,stocks_SPY,2026-03-25,2026-03-26,2026-03-26,USD,655.9299926757812,648.77001953125,658.5,654.0,662.0,650.0,665.0,648.0,668.0,0.0,0.0,1.0,0.0002200437095027604
gpt4,stocks,stocks_SPY,2026-03-26,2026-03-27,,USD,649.5,,650.25,648.5,652.0,647.0,653.5,645.5,655.0,,,,
gpt4,stocks,stocks_TSLA,2026-03-25,2026-03-26,2026-03-26,USD,385.2300109863281,377.0899963378906,386.7,382.9,390.5,379.75,393.75,376.5,396.9,0.0,0.0,1.0,0.000622310143845593
gpt4,stocks,stocks_TSLA,2026-03-26,2026-03-27,,USD,377.6210021972656,,379.5,376.0,381.0,372.0,384.0,370.0,386.0,,,,
gpt4,stocks,stocks_V,2026-03-25,2026-03-26,2026-03-26,USD,304.44000244140625,304.6099853515625,305.0,303.5,306.5,302.0,307.5,300.5,309.0,1.0,1.0,1.0,1.641188269738923e-06
gpt4,stocks,stocks_V,2026-03-26,2026-03-27,,USD,304.54998779296875,,305.6,303.5,307.7,301.0,310.0,299.0,312.0,,,,
gpt4,stocks,stocks_WMT,2026-03-25,2026-03-26,2026-03-26,USD,123.2822036743164,122.8000030517578,123.5,122.9,124.1,122.4,124.6,122.1,124.9,0.0,1.0,1.0,3.223973887956834e-05
gpt4,stocks,stocks_WMT,2026-03-26,2026-03-27,,USD,123.12000274658205,,123.4,122.9,123.9,122.5,124.3,122.2,124.6,,,,
gpt4,stocks,stocks_XOM,2026-03-25,2026-03-26,2026-03-26,USD,163.6649932861328,165.0,163.8,163.0,164.6,162.0,165.4,161.5,166.0,0.0,1.0,1.0,5.375896490583671e-05
gpt4,stocks,stocks_XOM,2026-03-26,2026-03-27,,USD,164.8800048828125,,165.47,164.48,166.46,163.88,167.07,163.53,167.42,,,,
gpt4,weather,weather_Atlanta_GA,2026-03-25,2026-03-26,2026-03-26,°F,66.0,80.2,80.0,78.0,82.0,76.0,84.0,74.0,86.0,1.0,1.0,1.0,9.182736455463988e-06
gpt4,weather,weather_Atlanta_GA,2026-03-26,2026-03-27,,°F,80.3,,83.0,82.0,84.0,81.0,85.0,80.0,86.0,,,,
gpt4,weather,weather_Austin_TX,2026-03-25,2026-03-26,2026-03-26,°F,87.4,87.1,85.0,84.0,86.0,82.0,88.0,81.0,89.0,0.0,1.0,1.0,0.000577318831852287
gpt4,weather,weather_Austin_TX,2026-03-26,2026-03-27,,°F,86.7,,86.0,85.0,87.0,84.0,88.0,83.0,89.0,,,,
gpt4,weather,weather_Boston_MA,2026-03-25,2026-03-26,2026-03-26,°F,52.9,66.3,67.0,64.0,70.0,62.0,72.0,60.0,74.0,1.0,1.0,1.0,0.00017509943146286783
gpt4,weather,weather_Boston_MA,2026-03-26,2026-03-27,,°F,66.1,,53.0,52.0,54.0,51.0,55.0,50.0,56.0,,,,
gpt4,weather,weather_Charlotte_NC,2026-03-25,2026-03-26,2026-03-26,°F,65.9,78.3,78.0,76.0,80.0,74.0,82.0,72.0,84.0,1.0,1.0,1.0,2.0723909174013667e-05
gpt4,weather,weather_Charlotte_NC,2026-03-26,2026-03-27,,°F,78.2,,87.0,85.0,89.0,83.0,91.0,82.0,92.0,,,,
gpt4,weather,weather_Chicago_IL,2026-03-25,2026-03-26,2026-03-26,°F,72.1,67.3,58.0,56.0,60.0,54.0,62.0,52.0,64.0,0.0,0.0,0.0,0.016637779628771096
gpt4,weather,weather_Chicago_IL,2026-03-26,2026-03-27,,°F,68.2,,38.0,36.0,40.0,34.0,42.0,32.0,44.0,,,,
gpt4,weather,weather_Cincinnati_OH,2026-03-25,2026-03-26,2026-03-26,°F,72.8,82.4,82.0,80.0,84.0,78.0,86.0,77.0,87.0,1.0,1.0,1.0,3.0189590629151932e-05
gpt4,weather,weather_Cincinnati_OH,2026-03-26,2026-03-27,,°F,81.8,,70.0,68.0,72.0,66.0,74.0,65.0,75.0,,,,
gpt4,weather,weather_Columbus_OH,2026-03-25,2026-03-26,2026-03-26,°F,68.3,79.3,77.0,75.0,79.0,73.0,81.0,71.0,83.0,0.0,1.0,1.0,0.001134003159774397
gpt4,weather,weather_Columbus_OH,2026-03-26,2026-03-27,,°F,79.3,,56.0,54.0,58.0,52.0,60.0,50.0,62.0,,,,
gpt4,weather,weather_Dallas_TX,2026-03-25,2026-03-26,2026-03-26,°F,83.0,85.7,84.0,83.0,85.0,82.0,86.0,81.0,87.0,0.0,1.0,1.0,0.00041950936275221513
gpt4,weather,weather_Dallas_TX,2026-03-26,2026-03-27,,°F,85.1,,74.0,72.0,76.0,70.0,78.0,68.0,80.0,,,,
gpt4,weather,weather_Denver_CO,2026-03-25,2026-03-26,2026-03-26,°F,89.5,80.5,86.0,84.0,88.0,82.0,90.0,81.0,91.0,0.0,0.0,0.0,0.003776411472800474
gpt4,weather,weather_Denver_CO,2026-03-26,2026-03-27,,°F,80.8,,56.0,54.0,58.0,52.0,60.0,50.0,62.0,,,,
gpt4,weather,weather_Houston_TX,2026-03-25,2026-03-26,2026-03-26,°F,80.0,82.0,81.0,80.5,81.5,79.5,82.5,79.0,83.0,0.0,1.0,1.0,0.00015625000000000003
gpt4,weather,weather_Houston_TX,2026-03-26,2026-03-27,,°F,81.0,,83.0,82.0,84.0,81.0,85.0,80.0,86.0,,,,
gpt4,weather,weather_Indianapolis_IN,2026-03-25,2026-03-26,2026-03-26,°F,71.8,83.2,84.0,82.0,86.0,80.0,88.0,78.0,90.0,1.0,1.0,1.0,0.00012414552959706928
gpt4,weather,weather_Indianapolis_IN,2026-03-26,2026-03-27,,°F,83.7,,58.0,56.0,60.0,54.0,62.0,53.0,63.0,,,,
gpt4,weather,weather_Kansas-City_MO,2026-03-25,2026-03-26,2026-03-26,°F,85.7,92.3,92.0,91.0,93.0,89.0,95.0,87.0,97.0,1.0,1.0,1.0,1.2254084354393333e-05
gpt4,weather,weather_Kansas-City_MO,2026-03-26,2026-03-27,,°F,92.4,,58.0,56.0,60.0,54.0,62.0,52.0,64.0,,,,
gpt4,weather,weather_Las-Vegas_NV,2026-03-25,2026-03-26,2026-03-26,°F,98.1,95.1,94.0,93.0,95.0,92.0,96.0,91.0,97.0,0.0,1.0,1.0,0.00012573244343858363
gpt4,weather,weather_Las-Vegas_NV,2026-03-26,2026-03-27,,°F,94.7,,94.0,93.0,95.0,92.0,96.0,91.0,97.0,,,,
gpt4,weather,weather_Los-Angeles_CA,2026-03-25,2026-03-26,2026-03-26,°F,78.6,83.9,82.0,81.0,83.0,80.0,84.0,79.0,85.0,0.0,1.0,1.0,0.0005843352821967157
gpt4,weather,weather_Los-Angeles_CA,2026-03-26,2026-03-27,,°F,84.2,,82.0,81.0,83.0,80.0,84.0,79.0,85.0,,,,
gpt4,weather,weather_Memphis_TN,2026-03-25,2026-03-26,2026-03-26,°F,81.7,84.6,85.0,84.0,86.0,82.0,88.0,80.0,90.0,1.0,1.0,1.0,2.397043247154703e-05
gpt4,weather,weather_Memphis_TN,2026-03-26,2026-03-27,,°F,84.6,,69.0,67.0,71.0,65.0,73.0,64.0,74.0,,,,
gpt4,weather,weather_Miami_FL,2026-03-25,2026-03-26,2026-03-26,°F,80.2,80.7,80.0,79.0,81.0,78.0,82.0,77.0,83.0,1.0,1.0,1.0,7.618111827662826e-05
gpt4,weather,weather_Miami_FL,2026-03-26,2026-03-27,,°F,81.1,,76.0,75.0,77.0,74.0,78.0,73.0,79.0,,,,
gpt4,weather,weather_Minneapolis_MN,2026-03-25,2026-03-26,2026-03-26,°F,73.7,54.4,54.0,52.0,56.0,50.0,58.0,48.0,60.0,1.0,1.0,1.0,2.9456762075891453e-05
gpt4,weather,weather_Minneapolis_MN,2026-03-26,2026-03-27,,°F,54.4,,34.0,32.0,36.0,30.0,38.0,28.0,40.0,,,,
gpt4,weather,weather_Nashville_TN,2026-03-25,2026-03-26,2026-03-26,°F,74.6,83.7,84.0,82.0,86.0,80.0,88.0,78.0,90.0,1.0,1.0,1.0,1.617204177418049e-05
gpt4,weather,weather_Nashville_TN,2026-03-26,2026-03-27,,°F,83.6,,71.0,69.0,73.0,67.0,75.0,65.0,77.0,,,,
gpt4,weather,weather_New-Orleans_LA,2026-03-25,2026-03-26,2026-03-26,°F,82.8,85.3,78.0,77.0,79.0,76.0,80.0,75.0,81.0,0.0,0.0,0.0,0.007772935191019623
gpt4,weather,weather_New-Orleans_LA,2026-03-26,2026-03-27,,°F,85.5,,82.0,81.0,83.0,80.0,84.0,79.0,85.0,,,,
gpt4,weather,weather_New-York_NY,2026-03-25,2026-03-26,2026-03-26,°F,53.7,76.2,76.0,74.0,78.0,72.0,80.0,70.0,82.0,1.0,1.0,1.0,1.3871116520846948e-05
gpt4,weather,weather_New-York_NY,2026-03-26,2026-03-27,,°F,75.9,,63.0,61.0,65.0,59.0,67.0,57.0,69.0,,,,
gpt4,weather,weather_Philadelphia_PA,2026-03-25,2026-03-26,2026-03-26,°F,57.7,77.7,76.0,74.0,78.0,72.0,80.0,70.0,82.0,1.0,1.0,1.0,0.0008680529482262011
gpt4,weather,weather_Philadelphia_PA,2026-03-26,2026-03-27,,°F,77.8,,69.0,67.0,71.0,65.0,73.0,63.0,75.0,,,,
gpt4,weather,weather_Phoenix_AZ,2026-03-25,2026-03-26,2026-03-26,°F,98.2,99.8,99.0,98.0,100.0,97.0,101.0,96.0,102.0,1.0,1.0,1.0,6.636773532547106e-05
gpt4,weather,weather_Phoenix_AZ,2026-03-26,2026-03-27,,°F,99.8,,102.0,101.0,103.0,100.0,104.0,99.0,105.0,,,,
gpt4,weather,weather_Pittsburgh_PA,2026-03-25,2026-03-26,2026-03-26,°F,65.6,77.0,68.0,67.0,69.0,66.0,70.0,65.0,71.0,0.0,0.0,0.0,0.018822501487209996
gpt4,weather,weather_Pittsburgh_PA,2026-03-26,2026-03-27,,°F,77.2,,60.0,58.0,62.0,56.0,64.0,54.0,66.0,,,,
gpt4,weather,weather_Portland_OR,2026-03-25,2026-03-26,2026-03-26,°F,53.5,51.6,50.0,48.0,52.0,46.0,54.0,44.0,56.0,1.0,1.0,1.0,0.0008944012577517702
gpt4,weather,weather_Portland_OR,2026-03-26,2026-03-27,,°F,51.7,,58.0,56.0,60.0,54.0,62.0,53.0,63.0,,,,
gpt4,weather,weather_Salt-Lake-City_UT,2026-03-25,2026-03-26,2026-03-26,°F,84.0,65.9,63.0,61.0,65.0,59.0,67.0,57.0,69.0,0.0,1.0,1.0,0.0011918934240362855
gpt4,weather,weather_Salt-Lake-City_UT,2026-03-26,2026-03-27,,°F,65.9,,72.0,70.0,74.0,68.0,76.0,67.0,77.0,,,,
